新流水序,臺灣標準字,Unicode-tw,大陸規範字,Unicode-cn
1020950000,毅,6bc5,毅,6bc5
2019900000,氁,6c01,氁,6c01
2022260000,滕,6ed5,滕,6ed5
2023360000,瀠,7020,潆,6f46
2022700000,潏,6f4f,潏,6f4f
1023410000,潘,6f58,潘,6f58
1023330000,潛,6f5b,潜,6f5c
2022840000,潟,6f5f,潟,6f5f
2022740000,潠,6f60,潠,6f60
2022690000,潢,6f62,潢,6f62
1023320000,潭,6f6d,潭,6f6d
2022800000,潲,6f72,潲,6f72
2023320000,瀦,7026,潴,6f74
1023340000,潸,6f78,潸,6f78
2022620000,潾,6f7e,潾,6f7e
2022780000,澂,6f82,澂,6f82
1023270000,澄,6f84,澄,6f84
2022670000,澉,6f89,澉,6f89
2022860000,澓,6f93,澓,6f93
2024260000,熛,719b,熛,719b
3068320000,熜,719c,熜,719c
2024280000,熠,71a0,熠,71a0
3068190000,熥,71a5,熥,71a5
1024390000,熨,71a8,熨,71a8
1024370000,熬,71ac,熬,71ac
2024250000,熯,71af,熯,71af
3068400000,熳,71b3,熳,71b3
3068160000,熵,71b5,熵,71b5
1024830000,牖,7256,牖,7256
2024870000,犘,7298,犘,7298
3071100000,犙,7299,犙,7299
3071070000,犟,729f,犟,729f
2025640000,獒,7352,獒,7352
2025630000,獘,7358,獘,7358
2025680000,獝,735d,獝,735d
2025670000,獠,7360,獠,7360
2025700000,獡,7361,獡,7361
2026580000,璁,7481,璁,7481
1025750000,琍,740d,璃,7483
1026000000,璃,7483,璃,7483
2026760000,璿,74bf,璇,7487
3075000000,璈,7488,璈,7488
2026540000,璊,748a,璊,748a
1025990000,璋,748b,璋,748b
2027030000,甈,7508,甈,7508
2027350000,畿,757f,畿,757f
2027860000,瘙,7619,瘙,7619
3079860000,瘛,761b,瘛,761b
2027890000,瘜,761c,瘜,761c
2027870000,瘝,761d,瘝,761d
1026990000,瘟,761f,瘟,761f
1026970000,瘠,7620,瘠,7620
2027880000,瘢,7622,瘢,7622
2027840000,瘥,7625,瘥,7625
1027010000,瘦,7626,瘦,7626
1026980000,瘩,7629,瘩,7629
2029020000,瞋,778b,瞋,778b
1027950000,瞌,778c,瞌,778c
2029030000,瞍,778d,瞍,778d
1027930000,瞎,778e,瞎,778e
1028590000,碾,78be,碾,78be
2030050000,磃,78c3,磃,78c3
2030040000,磈,78c8,磈,78c8
1028580000,磊,78ca,磊,78ca
1028550000,磋,78cb,磋,78cb
2030020000,磎,78ce,磎,78ce
2030030000,磔,78d4,磔,78d4
1028600000,磕,78d5,磕,78d5
2030730000,禜,799c,禜,799c
2030720000,禠,79a0,禠,79a0
1029420000,稷,7a37,稷,7a37
1029410000,稽,7a3d,稽,7a3d
2031520000,窲,7ab2,窲,7ab2
2031540000,窳,7ab3,窳,7ab3
2031530000,窴,7ab4,窴,7ab4
1030280000,篛,7bdb,箬,7bac
2032310000,箬,7bac,箬,7bac
1030170000,箭,7bad,箭,7bad
1030200000,箴,7bb4,箴,7bb4
1030230000,篁,7bc1,篁,7bc1
1030210000,篆,7bc6,篆,7bc6
1030220000,篇,7bc7,篇,7bc7
2032350000,篌,7bcc,篌,7bcc
3096920000,篍,7bcd,篍,7bcd
2033140000,糅,7cc5,糅,7cc5
2057440000,餱,9931,糇,7cc7
4101150000,糇,7CC7,糇,7cc7
2033150000,糈,7cc8,糈,7cc8
1030680000,糊,7cca,糊,7cca
2057380000,餬,992c,糊,7cca
2033160000,糌,7ccc,糌,7ccc
4101030000,糍,7CCD,糍,7ccd
2009850000,緳,7df3,緳,7df3
2035490000,羭,7fad,羭,7fad
1032260000,羯,7faf,羯,7faf
2035480000,羰,7fb0,羰,7fb0
2035750000,翦,7fe6,翦,7fe6
1032430000,翩,7fe9,翩,7fe9
2035960000,耦,8026,耦,8026
1032760000,聰,8070,聪,806a
3110720000,膗,8197,膗,8197
2037000000,膘,8198,膘,8198
2037250000,臕,81d5,膘,8198
3110640000,膙,8199,膙,8199
1033600000,膛,819b,膛,819b
1033610000,膜,819c,膜,819c
1033620000,膝,819d,膝,819d
2037660000,艎,824e,艎,824e
2037670000,艑,8251,艑,8251
2040510000,蓨,84e8,蓨,84e8
2040380000,蓩,84e9,蓩,84e9
2040330000,蓫,84eb,蓫,84eb
1035580000,蓬,84ec,蓬,84ec
2040520000,蓰,84f0,蓰,84f0
2040300000,蓲,84f2,蓲,84f2
2040340000,蓳,84f3,蓳,84f3
2040470000,蓶,84f6,蓶,84f6
2040320000,蓷,84f7,蓷,84f7
2040250000,蓺,84fa,蓺,84fa
2040350000,蓼,84fc,蓼,84fc
2040400000,蓾,84fe,蓾,84fe
1035600000,蓿,84ff,蓿,84ff
2040140000,蔀,8500,蔀,8500
2040440000,蔂,8502,蔂,8502
2040200000,蔊,850a,蔊,850a
2040270000,蔌,850c,蔌,850c
1035540000,蔑,8511,蔑,8511
2044560000,衊,884a,蔑,8511
2040360000,蔒,8512,蔒,8512
1035530000,蔓,8513,蔓,8513
2040390000,蔖,8516,蔖,8516
1035470000,蔗,8517,蔗,8517
2040550000,蔘,8518,蔘,8518
1035490000,蔚,851a,蔚,851a
2040420000,蔝,851d,蔝,851d
2040190000,蔟,851f,蔟,851f
1035560000,蔡,8521,蔡,8521
2040110000,蔤,8524,蔤,8524
2040410000,蔨,8528,蔨,8528
2040240000,蔫,852b,蔫,852b
1035510000,蔬,852c,蔬,852c
2040430000,蔮,852e,蔮,852e
2040480000,蔱,8531,蔱,8531
3118430000,蔸,8538,蔸,8538
2040120000,蔻,853b,蔻,853b
1035480000,蔽,853d,蔽,853d
2042050000,虢,8662,虢,8662
1036860000,蠍,880d,蝎,874e
2043380000,蝓,8753,蝓,8753
1036630000,蝙,8759,蝙,8759
2043400000,蝮,876e,蝮,876e
1036570000,蝴,8774,蝴,8774
1036580000,蝶,8776,蝶,8776
1036770000,螻,87bb,蝼,877c
3127320000,褉,8909,褉,8909
2045370000,褊,890a,褊,890a
1037430000,褐,8910,褐,8910
1037450000,褒,8912,褒,8912
1037460000,褓,8913,褓,8913
2045360000,褕,8915,褕,8915
2045320000,褙,8919,褙,8919
1037540000,褸,8938,褛,891b
2046190000,觭,89ed,觭,89ed
1039880000,赭,8d6d,赭,8d6d
1039990000,趣,8da3,趣,8da3
2049210000,踞,8e1e,踞,8e1e
1040230000,踢,8e22,踢,8e22
2049220000,踧,8e27,踧,8e27
1040250000,踩,8e29,踩,8e29
1040400000,蹤,8e64,踪,8e2a
2049130000,踮,8e2e,踮,8e2e
1040590000,躺,8eba,躺,8eba
1041800000,遨,9068,遨,9068
1041810000,遭,906d,遭,906d
1041790000,遮,906e,遮,906e
2051940000,鄯,912f,鄯,912f
2052380000,醁,9181,醁,9181
2052350000,醅,9185,醅,9185
1042410000,醉,9189,醉,9189
1042420000,醋,918b,醋,918b
3147480000,醌,918c,醌,918c
3149570000,鋆,92c6,鋆,92c6
1043350000,鎮,93ae,镇,9547
2055860000,霂,9702,霂,9702
1044770000,霄,9704,霄,9704
1044780000,霆,9706,霆,9706
1044790000,震,9707,震,9707
2055850000,霈,9708,霈,9708
1044800000,霉,9709,霉,9709
1047820000,黴,9ef4,霉,9709
1045040000,靠,9760,靠,9760
1045150000,鞋,978b,鞋,978b
1045140000,鞍,978d,鞍,978d
4162680000,鞌,978C,鞍,978d
2057250000,餈,9908,餈,9908
3168150000,骶,9ab6,骶,9ab6
1046600000,骷,9ab7,骷,9ab7
2058880000,髫,9aeb,髫,9aeb
2059290000,魃,9b43,魃,9b43
1046870000,魄,9b44,魄,9b44
1046860000,魅,9b45,魅,9b45
2059280000,魆,9b46,魆,9b46
2062140000,麃,9e83,麃,9e83
1047660000,麾,9ebe,麾,9ebe
2062690000,鼐,9f10,鼐,9f10
1002530000,儒,5112,儒,5112
1002950000,冀,5180,冀,5180
1003180000,凝,51dd,凝,51dd
3006840000,劐,5290,劐,5290
1006880000,噙,5659,噙,5659
1007010000,噢,5662,噢,5662
1006920000,噤,5664,噤,5664
1006960000,器,5668,器,5668
1006910000,噩,5669,噩,5669
1006950000,噪,566a,噪,566a
2047480000,譟,8b5f,噪,566a
1007000000,噬,566c,噬,566c
1006980000,噱,5671,噱,5671
2004420000,噶,5676,噶,5676
3018370000,墺,58ba,墺,58ba
2005920000,墽,58bd,墽,58bd
1008200000,壅,58c5,壅,58c5
2007170000,嬐,5b10,嬐,5b10
2007160000,嬓,5b13,嬓,5b13
2007150000,嬔,5b14,嬔,5b14
2007180000,嬖,5b16,嬖,5b16
2007110000,嬗,5b17,嬗,5b17
2007130000,嬛,5b1b,嬛,5b1b
1009760000,嬴,5b34,嬴,5b34
2007550000,寰,5bf0,寰,5bf0
2008980000,嶪,5daa,嶪,5daa
2008960000,嶰,5db0,嶰,5db0
2008950000,嶵,5db5,嶵,5db5
2009430000,幧,5e67,幧,5e67
2009440000,幨,5e68,幨,5e68
2009920000,廨,5ee8,廨,5ee8
2009890000,廩,5ee9,廪,5eea
2011950000,憝,619d,憝,619d
2011960000,憨,61a8,憨,61a8
1014440000,憩,61a9,憩,61a9
2012030000,憺,61ba,憺,61ba
1014480000,憾,61be,憾,61be
2012000000,懆,61c6,懆,61c6
1014510000,懈,61c8,懈,61c8
1014500000,懊,61ca,懊,61ca
1016800000,撼,64bc,撼,64bc
1016840000,擂,64c2,擂,64c2
1016760000,擅,64c5,擅,64c5
1016850000,操,64cd,操,64cd
2014280000,擏,64cf,擏,64cf
1016870000,擒,64d2,擒,64d2
2014260000,擖,64d6,擖,64d6
1018240000,暹,66b9,暹,66b9
3049250000,曌,66cc,曌,66cc
1020180000,樽,6a3d,樽,6a3d
1020250000,橄,6a44,橄,6a44
1020290000,橇,6a47,橇,6a47
2018360000,橉,6a49,橉,6a49
2018540000,橐,6a50,橐,6a50
1020230000,橘,6a58,橘,6a58
1020210000,橙,6a59,橙,6a59
1020270000,橡,6a61,橡,6a61
1020440000,櫥,6ae5,橱,6a71
2019330000,歔,6b54,歔,6b54
2019690000,毇,6bc7,毇,6bc7
2019950000,氅,6c05,氅,6c05
1023440000,澡,6fa1,澡,6fa1
2023060000,澥,6fa5,澥,6fa5
1023490000,澳,6fb3,澳,6fb3
1023510000,澹,6fb9,澹,6fb9
1023500000,激,6fc0,激,6fc0
1023420000,濂,6fc2,濂,6fc2
2024330000,熸,71b8,熸,71b8
1024460000,熹,71b9,熹,71b9
2024320000,熿,71bf,熿,71bf
2024310000,燂,71c2,燂,71c2
1024500000,燃,71c3,燃,71c3
2024300000,燅,71c5,燅,71c5
2024390000,燊,71ca,燊,71ca
2024370000,燋,71cb,燋,71cb
1024470000,燎,71ce,燎,71ce
3068440000,燏,71cf,燏,71cf
2024380000,燔,71d4,燔,71d4
1024450000,燕,71d5,燕,71d5
2025720000,獦,7366,獦,7366
2025740000,獬,736c,獬,736c
2026620000,璘,7498,璘,7498
1026010000,璜,749c,璜,749c
2026650000,璞,749e,璞,749e
2026660000,璠,74a0,璠,74a0
1026120000,瓢,74e2,瓢,74e2
2027040000,甋,750b,甋,750b
2027050000,甍,750d,甍,750d
2027920000,瘭,762d,瘭,762d
2027930000,瘱,7631,瘱,7631
2027950000,瘳,7633,瘳,7633
1027030000,瘴,7634,瘴,7634
2027980000,瘵,7635,瘵,7635
1027040000,瘸,7638,瘸,7638
2027970000,瘼,763c,瘼,763c
2028330000,皻,76bb,皻,76bb
1027540000,盥,76e5,盥,76e5
2028410000,盦,76e6,盦,76e6
2029070000,瞝,779d,瞝,779d
1027990000,瞟,779f,瞟,779f
1027970000,瞠,77a0,瞠,77a0
2029110000,瞢,77a2,瞢,77a2
1028000000,瞥,77a5,瞥,77a5
2030060000,磝,78dd,磝,78dd
3088610000,磟,78df,磟,78df
3088570000,磡,78e1,磡,78e1
1028630000,磨,78e8,磨,78e8
2031190000,穄,7a44,穄,7a44
1029460000,穆,7a46,穆,7a46
3091890000,穇,7a47,穇,7a47
2031200000,穈,7a48,穈,7a48
2031180000,穋,7a4b,穋,7a4b
2031560000,窸,7ab8,窸,7ab8
1030240000,篙,7bd9,篙,7bd9
2032430000,篚,7bda,篚,7bda
1030290000,篡,7be1,篡,7be1
2032420000,篥,7be5,篥,7be5
2032470000,篦,7be6,篦,7be6
2032480000,篪,7bea,篪,7bea
2033170000,糒,7cd2,糒,7cd2
1030690000,糕,7cd5,糕,7cd5
1030700000,糖,7cd6,糖,7cd6
1042450000,醣,91a3,糖,7cd6
2033190000,糗,7cd7,糗,7cd7
2035230000,罻,7f7b,罻,7f7b
2035780000,翯,7fef,翯,7fef
2035980000,耨,8028,耨,8028
3107150000,耩,8029,耩,8029
2035970000,耪,802a,耪,802a
2037050000,膦,81a6,膦,81a6
1033670000,膨,81a8,膨,81a8
4112590000,膪,81AA,膪,81aa
1033650000,膳,81b3,膳,81b3
1033920000,臻,81fb,臻,81fb
3113140000,艖,8256,艖,8256
1034210000,艘,8258,艘,8258
6000800000,蓢,84E2,蓢,84e2
1035660000,蕃,8543,蕃,8543
1035630000,蕈,8548,蕈,8548
1035670000,蕉,8549,蕉,8549
1035610000,蕊,854a,蕊,854a
2040580000,蕖,8556,蕖,8556
1035620000,蕙,8559,蕙,8559
2040690000,蕞,855e,蕞,855e
2040670000,蕤,8564,蕤,8564
1035640000,蕨,8568,蕨,8568
2043550000,螅,8785,螅,8785
3124040000,螋,878b,螋,878b
1036700000,融,878d,融,878d
2045390000,褡,8921,褡,8921
1037490000,褥,8925,褥,8925
2045410000,褦,8926,褦,8926
1037470000,褪,892a,褪,892a
1037500000,褫,892b,褫,892b
2046220000,觱,89f1,觱,89f1
1039180000,豫,8c6b,豫,8c6b
3135270000,貐,8c90,貐,8c90
1040280000,踱,8e31,踱,8e31
1040320000,踵,8e35,踵,8e35
2049290000,踸,8e38,踸,8e38
1040310000,踹,8e39,踹,8e39
2049340000,踽,8e3d,踽,8e3d
2049300000,蹀,8e40,蹀,8e40
2049350000,蹁,8e41,蹁,8e41
1040300000,蹂,8e42,蹂,8e42
1040270000,蹄,8e44,蹄,8e44
2049310000,蹅,8e45,蹅,8e45
1041050000,辨,8fa8,辨,8fa8
1041840000,遴,9074,遴,9074
1041830000,遵,9075,遵,9075
2052400000,醐,9190,醐,9190
2052410000,醑,9191,醑,9191
1042440000,醒,9192,醒,9192
1044430000,隧,96a7,隧,96a7
2055580000,隩,96a9,隩,96a9
1012720000,彫,5f6b,雕,96d5
2026380000,琱,7431,雕,96d5
2061080000,鵰,9d70,雕,96d5
1044840000,霍,970d,霍,970d
1044810000,霎,970e,霎,970e
1044860000,霏,970f,霏,970f
2055890000,霐,9710,霐,9710
1044850000,霓,9713,霓,9713
1044830000,霖,9716,霖,9716
1045010000,靛,975b,靛,975b
2056260000,鞔,9794,鞔,9794
1045170000,鞘,9798,鞘,9798
2056240000,鞙,9799,鞙,9799
1046010000,餐,9910,餐,9910
1046610000,骸,9ab8,骸,9ab8
3168280000,骺,9aba,骺,9aba
1046620000,骼,9abc,骼,9abc
1046720000,髭,9aed,髭,9aed
1046710000,髻,9afb,髻,9afb
2062170000,麇,9e87,麇,9e87
4180990000,麕,9E95,麇,9e87
2062150000,麈,9e88,麈,9e88
1047740000,黔,9ed4,黔,9ed4
1047730000,默,9ed8,默,9ed8
2062700000,鼒,9f12,鼒,9f12
2001910000,儠,5120,儠,5120
2001870000,儦,5126,儦,5126
2004550000,嚃,5683,嚃,5683
2004540000,嚄,5684,嚄,5684
1007050000,嚅,5685,嚅,5685
2004530000,嚆,5686,嚆,5686
1007020000,嚎,568e,嚎,568e
1007070000,嚏,568f,嚏,568f
2004500000,嚓,5693,嚓,5693
1008230000,壑,58d1,壑,58d1
2005930000,壖,58d6,壖,58d6
2007200000,嬥,5b25,嬥,5b25
2007210000,嬲,5b32,嬲,5b32
1009790000,嬤,5b24,嬷,5b37
1010020000,孺,5b7a,孺,5b7a
2007560000,寱,5bf1,寱,5bf1
2009030000,嶷,5db7,嶷,5db7
2009470000,幪,5e6a,幪,5e6a
1013040000,徽,5fbd,徽,5fbd
2012080000,憵,61b5,憵,61b5
2012090000,憼,61bc,憼,61bc
1014490000,懂,61c2,懂,61c2
2012070000,懋,61cb,懋,61cb
1014540000,懦,61e6,懦,61e6
1014850000,戴,6234,戴,6234
1016890000,擎,64ce,擎,64ce
1016910000,擘,64d8,擘,64d8
2014360000,擢,64e2,擢,64e2
2014380000,擤,64e4,擤,64e4
1016940000,擦,64e6,擦,64e6
2014390000,擨,64e8,擨,64e8
2014330000,擩,64e9,擩,64e9
2014350000,擫,64eb,擫,64eb
2014370000,擭,64ed,擭,64ed
2015120000,旚,65da,旚,65da
1018250000,曙,66d9,曙,66d9
2018620000,橾,6a7e,橾,6a7e
2018720000,檃,6a83,檃,6a83
1020340000,檄,6a84,檄,6a84
2018550000,檍,6a8d,檍,6a8d
2018700000,檎,6a8e,檎,6a8e
1030450000,簷,7c37,檐,6a90
2018670000,檐,6a90,檐,6a90
3054530000,檑,6a91,檑,6a91
2018690000,檓,6a93,檓,6a93
2018710000,檕,6a95,檕,6a95
2018660000,檞,6a9e,檞,6a9e
2018730000,檠,6aa0,檠,6aa0
2019760000,毚,6bda,毚,6bda
1023620000,濡,6fe1,濡,6fe1
2023150000,濩,6fe9,濩,6fe9
2023200000,濮,6fee,濮,6fee
1023590000,濯,6fef,濯,6fef
2024410000,燠,71e0,燠,71e0
1024560000,燥,71e5,燥,71e5
1024520000,燧,71e7,燧,71e7
1024540000,燮,71ee,燮,71ee
1024700000,爵,7235,爵,7235
2025780000,獳,7373,獳,7373
3073430000,獴,7374,獴,7374
2026700000,璨,74a8,璨,74a8
1026030000,璩,74a9,璩,74a9
2026720000,璪,74aa,璪,74aa
3075290000,璱,74b1,璱,74b1
2026680000,璲,74b2,璲,74b2
3076830000,甏,750f,甏,750f
2027060000,甐,7510,甐,7510
2027070000,甑,7511,甑,7511
2027080000,甒,7512,甒,7512
2027340000,畽,757d,疃,7583
3080130000,癀,7640,癀,7640
2028260000,皤,76a4,皤,76a4
2028420000,盩,76e9,盩,76e9
1028050000,瞧,77a7,瞧,77a7
1028130000,矚,77da,瞩,77a9
1028020000,瞪,77aa,瞪,77aa
1028040000,瞬,77ac,瞬,77ac
1028060000,瞭,77ad,瞭,77ad
1028030000,瞰,77b0,瞰,77b0
2029300000,矙,77d9,瞰,77b0
2029140000,瞲,77b2,瞲,77b2
1028010000,瞳,77b3,瞳,77b3
2029120000,瞵,77b5,瞵,77b5
3088710000,磲,78f2,磲,78f2
1024420000,燐,71d0,磷,78f7
1028660000,磷,78f7,磷,78f7
1028670000,磺,78fa,磺,78fa
2030170000,磻,78fb,磻,78fb
2030180000,磼,78fc,磼,78fc
2030190000,磿,78ff,磿,78ff
1028700000,礁,7901,礁,7901
1029040000,禧,79a7,禧,79a7
2030750000,禨,79a8,禨,79a8
2031230000,穖,7a56,穖,7a56
1029480000,穗,7a57,穗,7a57
2031590000,窾,7abe,窾,7abe
2031610000,窿,7abf,窿,7abf
2031620000,竁,7ac1,竁,7ac1
2032630000,篠,7be0,篠,7be0
1030530000,籬,7c6c,篱,7bf1
2032510000,篲,7bf2,篲,7bf2
1030340000,篷,7bf7,篷,7bf7
2032660000,篽,7bfd,篽,7bfd
1030310000,簇,7c07,簇,7c07
2032610000,簉,7c09,簉,7c09
2032580000,簋,7c0b,簋,7c0b
2032500000,簏,7c0f,簏,7c0f
1030760000,糙,7cd9,糙,7cd9
1030720000,糜,7cdc,糜,7cdc
1030750000,糟,7cdf,糟,7cdf
1030710000,糠,7ce0,糠,7ce0
4095540000,穅,7A45,糠,7ce0
1030740000,糢,7ce2,糢,7ce2
3101030000,糨,7ce8,糨,7ce8
2034550000,縻,7e3b,縻,7e3b
1031750000,繁,7e41,繁,7e41
2034500000,繇,7e47,繇,7e47
2035280000,罽,7f7d,罽,7f7d
1032460000,翳,7ff3,翳,7ff3
1032470000,翼,7ffc,翼,7ffc
1032740000,聱,8071,聱,8071
1033700000,膺,81ba,膺,81ba
1032280000,羶,7fb6,膻,81bb
1033720000,臀,81c0,臀,81c0
3111110000,臁,81c1,臁,81c1
1033710000,臂,81c2,臂,81c2
1033690000,臃,81c3,臃,81c3
1033680000,臆,81c6,臆,81c6
3111200000,臈,81c8,臈,81c8
2037190000,臊,81ca,臊,81ca
2037180000,臌,81cc,臌,81cc
3113260000,艚,825a,艚,825a
3150770000,鎣,93a3,蓥,84e5
2041050000,蕗,8557,蕗,8557
3119250000,蕹,8579,蕹,8579
2041030000,蕺,857a,蕺,857a
2040950000,蕻,857b,蕻,857b
1035720000,蕾,857e,蕾,857e
1035710000,薄,8584,薄,8584
2041180000,薅,8585,薅,8585
1035780000,薇,8587,薇,8587
2040890000,薏,858f,薏,858f
3119570000,薐,8590,薐,8590
2041070000,薖,8596,薖,8596
1035770000,薛,859b,薛,859b
1035730000,薜,859c,薜,859c
2041150000,薢,85a2,薢,85a2
2040960000,薤,85a4,薤,85a4
2041080000,薨,85a8,薨,85a8
1035700000,薪,85aa,薪,85aa
1035760000,薯,85af,薯,85af
2041460000,藷,85f7,薯,85af
2043650000,螭,87ad,螭,87ad
2043780000,螯,87af,螯,87af
3124190000,螲,87b2,螲,87b2
2043700000,螵,87b5,螵,87b5
1036780000,螺,87ba,螺,87ba
2043850000,螽,87bd,螽,87bd
1036750000,蟆,87c6,蟆,87c6
1036800000,蟋,87cb,蟋,87cb
1036740000,蟒,87d2,蟒,87d2
1037520000,褶,8936,褶,8936
2045530000,襁,8941,襁,8941
1037530000,襄,8944,襄,8944
2046240000,觳,89f3,觳,89f3
1039030000,豁,8c41,豁,8c41
2047910000,豳,8c73,豳,8c73
2048090000,貔,8c94,貔,8c94
1040350000,蹈,8e48,蹈,8e48
1040330000,蹉,8e49,蹉,8e49
1040360000,蹊,8e4a,蹊,8e4a
1040340000,蹋,8e4b,蹋,8e4b
2049400000,蹐,8e50,蹐,8e50
1040540000,躡,8ea1,蹑,8e51
1041900000,遽,907d,遽,907d
1041890000,避,907f,避,907f
1041940000,邀,9080,邀,9080
1041930000,邂,9082,邂,9082
2051020000,邅,9085,邅,9085
1042240000,鄹,9139,鄹,9139
2052430000,醚,919a,醚,919a
2052450000,醛,919b,醛,919b
2052440000,醢,91a2,醢,91a2
2054050000,鎏,938f,鎏,938f
2053900000,鎯,93af,鎯,93af
1044870000,霜,971c,霜,971c
1044880000,霞,971e,霞,971e
2056270000,鞚,979a,鞚,979a
2056300000,鞞,979e,鞞,979e
1045180000,鞠,97a0,鞠,97a0
2056280000,鞡,97a1,鞡,97a1
2058940000,髾,9afe,髾,9afe
2059300000,魈,9b48,魈,9b48
2059320000,魎,9b4e,魉,9b49
1047540000,麋,9e8b,麋,9e8b
1047700000,黏,9ecf,黏,9ecf
1047780000,黛,9edb,黛,9edb
1047760000,黜,9edc,黜,9edc
1047770000,黝,9edd,黝,9edd
2062590000,黻,9efb,黻,9efb
2062770000,鼢,9f22,鼢,9f22
2062760000,鼣,9f23,鼣,9f23
1047930000,鼾,9f3e,鼾,9f3e
2032940000,籥,7c65,龠,9fa0
2004560000,嚘,5698,嚘,5698
2006170000,奰,5970,奰,5970
2009480000,幭,5e6d,幭,5e6d
4039420000,彍,5F4D,彍,5f4d
1012660000,彝,5f5e,彝,5f5d
2012160000,懘,61d8,懘,61d8
2012200000,懱,61f1,懱,61f1
1014860000,戳,6233,戳,6233
2014440000,擸,64f8,擸,64f8
2014400000,擿,64ff,擿,64ff
2015130000,旛,65db,旛,65db
2015880000,曚,66da,曚,66da
2015870000,曜,66dc,曜,66dc
1018510000,朦,6726,朦,6726
3054910000,檫,6aab,檫,6aab
1020390000,檬,6aac,檬,6aac
2018800000,櫆,6ac6,櫆,6ac6
2023250000,瀁,7001,瀁,7001
2023230000,瀌,700c,瀌,700c
1023680000,瀑,7011,瀑,7011
2024460000,燹,71f9,燹,71f9
1026060000,璧,74a7,璧,74a7
2026740000,瓀,74c0,瓀,74c0
2027100000,甓,7513,甓,7513
2027090000,甔,7514,甔,7514
1027080000,癖,7656,癖,7656
2028060000,癙,7659,癙,7659
1028090000,瞻,77bb,瞻,77bb
1028070000,瞽,77bd,瞽,77bd
1028080000,瞿,77bf,瞿,77bf
2029180000,矂,77c2,矂,77c2
2030200000,礌,790c,礌,790c
2030310000,礧,7927,礌,790c
2031240000,穟,7a5f,穟,7a5f
1030360000,簧,7c27,簧,7c27
2032750000,簨,7c28,簨,7c28
1030370000,簪,7c2a,簪,7c2a
4167240000,飜,98DC,翻,7ffb
2037210000,臑,81d1,臑,81d1
2037700000,艟,825f,艟,825f
2041360000,薱,85b1,薱,85b1
3119800000,薷,85b7,薷,85b7
2041250000,薹,85b9,薹,85b9
4121690000,藁,85C1,藁,85c1
2041240000,藂,85c2,藂,85c2
1035830000,藉,85c9,藉,85c9
3120050000,藊,85ca,藊,85ca
1035790000,藏,85cf,藏,85cf
1035820000,藐,85d0,藐,85d0
2043980000,蟠,87e0,蟠,87e0
2043930000,蟥,87e5,蟥,87e5
2043920000,蟪,87ea,蟪,87ea
4127250000,蟮,87EE,蟮,87ee
2045630000,襐,8950,襐,8950
1037650000,覆,8986,覆,8986
2048110000,貘,8c98,貘,8c98
1040370000,蹙,8e59,蹙,8e59
2049570000,蹩,8e69,蹩,8e69
2051040000,邃,9083,邃,9083
2051050000,邈,9088,邈,9088
2052480000,醨,91a8,醨,91a8
2052520000,醪,91aa,醪,91aa
2052510000,醯,91af,醯,91af
1042600000,釐,91d0,釐,91d0
2054240000,鎗,9397,鎗,9397
2055610000,隳,96b3,隳,96b3
2055760000,雘,96d8,雘,96d8
2055920000,霢,9722,霢,9722
3158570000.001,鞢,97a2,鞢,97a2
1045190000,鞣,97a3,鞣,97a3
2056330000,鞨,97a8,鞨,97a8
1045210000,鞭,97ad,鞭,97ad
2057460000,餮,992e,餮,992e
1046170000,馥,99a5,馥,99a5
2058730000,髀,9ac0,髀,9ac0
2058720000,髁,9ac1,髁,9ac1
1046730000,鬃,9b03,鬃,9b03
2058980000,鬈,9b08,鬈,9b08
2059340000,魍,9b4d,魍,9b4d
1046880000,魏,9b4f,魏,9b4f
1047790000,黠,9ee0,黠,9ee0
2062780000,鼥,9f25,鼥,9f25
3182040000,鼧,9f27,鼧,9f27
2062810000,鼩,9f29,鼩,9f29
1047900000,鼬,9f2c,鼬,9f2c
3120010000,𦾽,26fbd,𦾽,26fbd
3089080000,䃰,40f0,䃰,40f0
3099010000,䉛,425b,䉛,425b
2001950000,儳,5133,儳,5133
2002480000,劖,5296,劖,5296
2004630000,嚧,56a7,嚧,56a7
2004600000,嚫,56ab,嚫,56ab
4018010000,嚯,56AF,嚯,56af
2006070000,夒,5912,夒,5912
2007220000,嬽,5b3d,嬽,5b3d
2007240000,嬿,5b3f,嬿,5b3f
2009490000,幰,5e70,幰,5e70
1014590000,懵,61f5,懵,61f5
2012240000,懻,61fb,懻,61fb
1017030000,攀,6500,攀,6500
2014450000,攇,6507,攇,6507
2014480000,攉,6509,攉,6509
2014470000,攍,650d,攍,650d
2014460000,攐,6510,攐,6510
2015140000,旞,65de,旞,65de
2018860000,櫋,6acb,櫋,6acb
2018890000,櫐,6ad0,櫐,6ad0
2018880000,櫜,6adc,櫜,6adc
1023700000,瀛,701b,瀛,701b
2023430000,瀩,7029,瀩,7029
2024500000,爂,7202,爂,7202
1024610000,爆,7206,爆,7206
2024490000,爇,7207,爇,7207
2024480000,爊,720a,爊,720a
2024940000,犣,72a3,犣,72a3
2024910000,犥,72a5,犥,72a5
2026790000,瓅,74c5,瓅,74c5
2026780000,瓋,74cb,瓋,74cb
1026130000,瓣,74e3,瓣,74e3
1026550000,疆,7586,疆,7586
2029360000,矱,77f1,矱,77f1
2030250000,礝,791d,礝,791d
3089110000,礞,791e,礞,791e
