流水號,國字,審定音一,審定音二,審定音三,審定音四,審定音五,審定音六,
2721,腱,ㄐ丨ㄢˋ,,,,,,
2722,腰,丨ㄠ,,,,,,
2723,腳,ㄐ丨ㄠˇ,,,,,,
2724,腞,ㄓㄨㄢˋ,,,,,,
2725,腧,ㄕㄨˋ,,,,,,
2726,膀,ㄅㄤˇ,ㄆㄤˊ,ㄆㄤ,ㄅㄤˋ,,,
2727,膊,ㄅㄛˊ,,,,,,
2728,膏,ㄍㄠ,,,,,,
2729,膞,ㄓㄨㄢ,,,,,,
2730,膘,ㄅ丨ㄠ,,,,,,
2731,膠,ㄐ丨ㄠ,,,,,,
2732,膛,ㄊㄤˊ,,,,,,
2733,膢,ㄌㄩˊ,,,,,,
2734,膜,ㄇㄛˊ,,,,,,
2735,膮,ㄒ丨ㄠ,,,,,,
2736,膨,ㄆㄥˊ,,,,,,
2737,膴,ㄨˇ,,,,,,
2738,膹,ㄈㄣˋ,,,,,,
2739,膻,ㄕㄢ,ㄉㄢˋ,,,,,
2740,臃,ㄩㄥ,,,,,,
2741,臊,ㄙㄠ,ㄙㄠˋ,,,,,
2742,膿,ㄋㄨㄥˊ,,,,,,
2743,臇,ㄐㄩㄢˇ,,,,,,
2744,臉,ㄌ丨ㄢˇ,,,,,,
2745,臂,ㄅ丨ˋ,,,,,,
2746,臑,ㄖㄨˊ,,,,,,
2747,臗,ㄎㄨㄢ,,,,,,
2748,臛,ㄏㄨㄛˋ,,,,,,
2749,臚,ㄌㄨˊ,,,,,,
2750,臠,ㄌㄨㄢˊ,,,,,,
2751,臧,ㄗㄤ,,,,,,
2752,臨,ㄌ丨ㄣˊ,,,,,,
2753,臭,ㄒ丨ㄡˋ,ㄔㄡˋ,,,,,
2754,臷,ㄓˋ,,,,,,
2755,臼,ㄐ丨ㄡˋ,,,,,,
2756,臾,ㄩˊ,,,,,,
2757,舀,丨ㄠˇ,,,,,,
2758,舂,ㄔㄨㄥ,,,,,,
2759,舄,ㄒ丨ˋ,,,,,,
2760,與,ㄩˇ,ㄩˋ,ㄩˊ,,,,
2761,興,ㄒ丨ㄥ,ㄒ丨ㄥˋ,,,,,
2762,舋,ㄒ丨ㄣˋ,,,,,,
2763,舍,ㄕㄜˋ,ㄕㄜˇ,,,,,
2764,舑,ㄊㄢ,,,,,,
2765,舛,ㄔㄨㄢˇ,,,,,,
2766,舡,ㄒ丨ㄤ,,,,,,
2767,舫,ㄈㄤˇ,,,,,,
2768,般,ㄅㄢ,ㄆㄢˊ,ㄅㄛ,,,,
2769,舺,ㄐ丨ㄚˇ,,,,,,
2770,舳,ㄓㄨˊ,,,,,,
2771,舴,ㄗㄜˊ,,,,,,
2772,舼,ㄑㄩㄥˊ,,,,,,
2773,艄,ㄕㄠ,,,,,,
2774,艀,ㄈㄡˊ,,,,,,
2775,艑,ㄅ丨ㄢˋ,,,,,,
2776,艒,ㄇㄠˋ,,,,,,
2777,艐,ㄗㄨㄥ,,,,,,
2778,艘,ㄙㄠ,,,,,,
2779,艟,ㄊㄨㄥˊ,,,,,,
2780,艮,ㄍㄣˋ,ㄍㄣˇ,,,,,
2781,良,ㄌ丨ㄤˊ,,,,,,
2782,色,ㄙㄜˋ,ㄕㄞˇ,,,,,
2783,艴,ㄈㄨˊ,,,,,,
2784,艵,ㄆ丨ㄥ,,,,,,
2785,艼,ㄊ丨ㄥ,,,,,,
2786,芀,ㄊ丨ㄠˊ,,,,,,
2787,艽,ㄑ丨ㄡˊ,ㄐ丨ㄠ,,,,,
2788,艾,ㄞˋ,丨ˋ,,,,,
2789,芒,ㄇㄤˊ,,,,,,
2790,芋,ㄩˋ,,,,,,
2791,芎,ㄑㄩㄥ,,,,,,
2792,芐,ㄏㄨˋ,,,,,,
2793,芓,ㄗˋ,,,,,,
2794,芍,ㄕㄠˊ,,,,,,
2795,芯,ㄒ丨ㄣ,,,,,,
2796,芧,ㄓㄨˋ,,,,,,
2797,芛,ㄨㄟˇ,,,,,,
2798,芸,ㄩㄣˊ,,,,,,
2799,芾,ㄈㄟˋ,,,,,,
2800,芘,ㄆ丨ˊ,,,,,,
2801,芣,ㄈㄡˊ,,,,,,
2802,芞,ㄑ丨ˇ,,,,,,
2803,芼,ㄇㄠˋ,,,,,,
2804,芺,丨ㄠ,,,,,,
2805,芴,ㄨˋ,,,,,,
2806,芚,ㄊㄨㄣˊ,,,,,,
2807,苧,ㄓㄨˋ,,,,,,
2808,苙,ㄌ丨ˋ,,,,,,
2809,苾,ㄅ丨ˋ,,,,,,
2810,苹,ㄆ丨ㄥˊ,,,,,,
2811,茀,ㄈㄨˊ,,,,,,
2812,苛,ㄎㄜ,,,,,,
2813,苦,ㄎㄨˇ,,,,,,
2814,茄,ㄑ丨ㄝˊ,ㄐ丨ㄚ,,,,,
2815,若,ㄖㄨㄛˋ,ㄖㄜˇ,,,,,
2816,茂,ㄇㄠˋ,,,,,,
2817,茇,ㄅㄚˊ,ㄅㄟˋ,,,,,
2818,苴,ㄐㄩ,,,,,,
2819,苫,ㄕㄢ,,,,,,
2820,苬,ㄑ丨ㄡˊ,,,,,,
2821,苡,丨ˇ,,,,,,
2822,苔,ㄊㄞˊ,,,,,,
2823,苑,ㄩㄢˋ,,,,,,
2824,苲,ㄗㄨㄛˊ,,,,,,
2825,苻,ㄈㄨˊ,,,,,,
2826,茆,ㄇㄠˇ,,,,,,
2827,苓,ㄌ丨ㄥˊ,,,,,,
2828,茭,ㄐ丨ㄠ,,,,,,
2829,荄,ㄍㄞ,,,,,,
2830,茛,ㄍㄣˋ,,,,,,
2831,荑,丨ˊ,,,,,,
2832,茥,ㄍㄨㄟ,,,,,,
2833,茸,ㄖㄨㄥˊ,,,,,,
2834,茦,ㄘㄜˋ,,,,,,
2835,荎,ㄔˊ,,,,,,
2836,荂,ㄏㄨㄚ,,,,,,
2837,草,ㄘㄠˇ,,,,,,
2838,茈,ㄗˇ,,,,,,
2839,茗,ㄇ丨ㄥˊ,,,,,,
2840,茷,ㄈㄚˊ,,,,,,
2841,茠,ㄏㄠ,,,,,,
2842,茲,ㄗ,ㄘˊ,,,,,
2843,荅,ㄉㄚˊ,,,,,,
2844,茹,ㄖㄨˊ,,,,,,
2845,莞,ㄨㄢˇ,ㄍㄨㄢˇ,ㄍㄨㄢ,,,,
2846,莐,ㄔㄣˊ,,,,,,
2847,莎,ㄕㄚ,ㄙㄨㄛ,,,,,
2848,莘,ㄕㄣ,,,,,,
2849,莨,ㄌ丨ㄤˊ,,,,,,
2850,莌,ㄊㄨㄛˋ,,,,,,
2851,莙,ㄐㄩㄣˋ,,,,,,
2852,荸,ㄅ丨ˊ,,,,,,
2853,莆,ㄆㄨˊ,,,,,,
2854,莤,丨ㄡˊ,,,,,,
2855,莏,ㄙㄨㄛ,,,,,,
2856,荺,ㄩㄣˇ,,,,,,
2857,莫,ㄇㄛˋ,,,,,,
2858,莉,ㄌ丨ˋ,,,,,,
2859,莠,丨ㄡˋ,,,,,,
2860,荷,ㄏㄜˊ,ㄏㄜˋ,,,,,
2861,莩,ㄈㄨˊ,,,,,,
2862,荼,ㄊㄨˊ,ㄕㄨ,,,,,
2863,莽,ㄇㄤˇ,,,,,,
2864,菅,ㄐ丨ㄢ,,,,,,
2865,菀,ㄨㄢˇ,,,,,,
2866,菏,ㄏㄜˊ,,,,,,
2867,菹,ㄐㄩ,,,,,,
2868,菠,ㄅㄛ,,,,,,
2869,菩,ㄆㄨˊ,,,,,,
2870,菸,丨ㄢ,,,,,,
2871,菶,ㄅㄥˇ,,,,,,
2872,菁,ㄐ丨ㄥ,,,,,,
2873,菫,ㄐ丨ㄣˇ,,,,,,
2874,菆,ㄗㄡ,,,,,,
2875,華,ㄏㄨㄚˊ,ㄏㄨㄚ,ㄏㄨㄚˋ,,,,
2876,萁,ㄑ丨ˊ,,,,,,
2877,菥,ㄒ丨,,,,,,
2878,菝,ㄅㄚˊ,,,,,,
2879,菴,ㄢ,,,,,,
2880,萌,ㄇㄥˊ,,,,,,
2881,菔,ㄈㄨˊ,,,,,,
2882,萉,ㄈㄟˊ,,,,,,
2883,菉,ㄌㄩˋ,,,,,,
2884,菲,ㄈㄟˇ,ㄈㄟ,,,,,
2885,菟,ㄊㄨˋ,ㄊㄨˊ,,,,,
2886,萎,ㄨㄟ,,,,,,
2887,萑,ㄏㄨㄢˊ,,,,,,
2888,萆,ㄅ丨ˋ,,,,,,
2889,菑,ㄗ,,,,,,
2890,著,ㄓㄨˋ,ㄓㄨㄛˊ,ㄓㄠˊ,ㄓㄠ,‧ㄓㄜ,,
2891,萿,ㄏㄨㄛˊ,,,,,,
2892,落,ㄌㄨㄛˋ,ㄌㄠˋ,ㄌㄚˋ,,,,
2893,葷,ㄏㄨㄣ,ㄒㄩㄣ,,,,,
2894,萹,ㄅ丨ㄢˇ,,,,,,
2895,葶,ㄊ丨ㄥˊ,,,,,,
2896,葧,ㄅㄛˊ,,,,,,
2897,葑,ㄈㄥ,,,,,,
2898,葚,ㄕㄣˋ,,,,,,
2899,葉,丨ㄝˋ,ㄕㄜˋ,,,,,
2900,葴,ㄓㄣ,,,,,,
2901,葝,ㄑ丨ㄥˊ,,,,,,
2902,萷,ㄒ丨ㄠ,,,,,,
2903,葭,ㄐ丨ㄚ,,,,,,
2904,葺,ㄑ丨ˋ,,,,,,
2905,葛,ㄍㄜˊ,ㄍㄜˇ,,,,,
2906,萯,ㄈㄨˋ,,,,,,
2907,萭,ㄩˇ,,,,,,
2908,葆,ㄅㄠˇ,,,,,,
2909,葰,ㄐㄩㄣˋ,,,,,,
2910,葯,丨ㄠˋ,,,,,,
2911,蒲,ㄆㄨˊ,,,,,,
2912,蒙,ㄇㄥˊ,,,,,,
2913,蓂,ㄇ丨ㄥˊ,,,,,,
2914,蓑,ㄙㄨㄛ,,,,,,
2915,蓄,ㄒㄩˋ,,,,,,
2916,蓁,ㄓㄣ,,,,,,
2917,蓋,ㄍㄞˋ,ㄍㄜˇ,,,,,
2918,蒚,ㄌ丨ˋ,,,,,,
2919,蒔,ㄕˊ,,,,,,
2920,蓌,ㄘㄨㄛˋ,,,,,,
2921,蒯,ㄎㄨㄞˇ,,,,,,
2922,蒼,ㄘㄤ,,,,,,
2923,蒘,ㄖㄨˊ,,,,,,
2924,蓊,ㄨㄥˇ,,,,,,
2925,蔀,ㄅㄨˋ,,,,,,
2926,蔟,ㄘㄨˋ,,,,,,
2927,蔚,ㄨㄟˋ,ㄩˋ,,,,,
2928,蔜,ㄠˊ,,,,,,
2929,蔪,ㄐ丨ㄢ,,,,,,
2930,蓴,ㄔㄨㄣˊ,,,,,,
2931,蓲,ㄡ,ㄑ丨ㄡ,,,,,
2932,蔫,ㄋ丨ㄢ,,,,,,
2933,蔬,ㄕㄨ,,,,,,
2934,蔕,ㄉ丨ˋ,,,,,,
2935,蔭,丨ㄣˋ,,,,,,
2936,蓷,ㄊㄨㄟ,,,,,,
2937,蓫,ㄓㄨˊ,,,,,,
2938,蓼,ㄌ丨ㄠˇ,ㄌㄨˋ,,,,,
2939,蔞,ㄌㄡˊ,,,,,,
2940,蔓,ㄇㄢˋ,ㄇㄢˊ,,,,,
2941,蔣,ㄐ丨ㄤˇ,,,,,,
2942,蔘,ㄕㄣ,,,,,,
2943,蔡,ㄘㄞˋ,,,,,,
2944,蔦,ㄋ丨ㄠˇ,,,,,,
2945,蔥,ㄘㄨㄥ,,,,,,
2946,蓧,ㄉ丨ㄠˋ,,,,,,
2947,蓨,ㄊ丨ㄠ,ㄒ丨ㄡ,,,,,
2948,蓰,ㄒ丨ˇ,,,,,,
2949,蓯,ㄘㄨㄥ,,,,,,
2950,蕩,ㄉㄤˋ,,,,,,
2951,蕫,ㄉㄨㄥˇ,,,,,,
2952,蕁,ㄒㄩㄣˊ,,,,,,
2953,蕘,ㄖㄠˊ,,,,,,
2954,蕈,ㄒㄩㄣˋ,,,,,,
2955,蕢,ㄎㄨㄟˋ,,,,,,
2956,蕃,ㄈㄢˊ,ㄈㄢ,,,,,
2957,蕎,ㄑ丨ㄠˊ,,,,,,
2958,蕉,ㄐ丨ㄠ,,,,,,
2959,蕝,ㄐㄩㄝˊ,,,,,,
2960,薌,ㄒ丨ㄤ,,,,,,
2961,薄,ㄅㄛˊ,ㄅㄛˋ,,,,,
2962,薀,ㄩㄣˋ,,,,,,
2963,薧,ㄎㄠˇ,,,,,,
2964,薋,ㄗ,,,,,,
2965,薜,ㄅ丨ˋ,,,,,,
2966,薔,ㄑ丨ㄤˊ,,,,,,
2967,薝,ㄓㄢ,,,,,,
2968,薢,ㄒ丨ㄝˋ,,,,,,
2969,薁,ㄩˋ,,,,,,
2970,薍,ㄨㄢˋ,,,,,,
2971,薈,ㄏㄨㄟˋ,,,,,,
2972,薟,ㄌ丨ㄢˋ,,,,,,
2973,薺,ㄐ丨ˋ,ㄑ丨ˊ,,,,,
2974,藃,ㄏㄠˋ,,,,,,
2975,藍,ㄌㄢˊ,,,,,,
2976,藂,ㄘㄨㄥˊ,,,,,,
2977,薳,ㄨㄟˇ,,,,,,
2978,薽,ㄓㄣ,,,,,,
2979,藄,ㄑ丨ˊ,,,,,,
2980,藏,ㄘㄤˊ,ㄗㄤˋ,,,,,
2981,藋,ㄉ丨ㄠˋ,,,,,,
2982,藈,ㄎㄨㄟ,,,,,,
2983,藇,ㄒㄩˋ,,,,,,
2984,薶,ㄇㄞˊ,,,,,,
2985,藐,ㄇ丨ㄠˇ,,,,,,
2986,藉,ㄐ丨ㄝˋ,ㄐ丨ˊ,,,,,
2987,薿,ㄋ丨ˇ,,,,,,
2988,蘤,ㄨㄟˇ,,,,,,
2989,藩,ㄈㄢˊ,,,,,,
2990,藨,ㄅ丨ㄠ,ㄆ丨ㄠˇ,,,,,
2991,藬,ㄊㄨㄟˊ,,,,,,
2992,藪,ㄙㄡˇ,,,,,,
2993,藣,ㄅㄟ,,,,,,
2994,藥,丨ㄠˋ,,,,,,
2995,藷,ㄓㄨ,,,,,,
2996,蘢,ㄌㄨㄥˊ,,,,,,
2997,藹,ㄞˇ,,,,,,
2998,藿,ㄏㄨㄛˋ,,,,,,
2999,蘁,ㄜˋ,,,,,,
3000,蘄,ㄑ丨ˊ,,,,,,
3001,蘋,ㄆ丨ㄣˊ,ㄆ丨ㄥˊ,,,,,
3002,蘉,ㄇㄤˊ,,,,,,
3003,蘇,ㄙㄨ,,,,,,
3004,蘊,ㄩㄣˋ,,,,,,
3005,蘘,ㄖㄤˊ,,,,,,
3006,蘗,ㄅㄛˋ,,,,,,
3007,蘞,ㄌ丨ㄢˋ,,,,,,
3008,蘴,ㄈㄥ,ㄙㄨㄥ,,,,,
3009,蘳,ㄏㄨㄚˋ,,,,,,
3010,蘬,ㄎㄨㄟ,,,,,,
3011,蘼,ㄇ丨ˊ,,,,,,
3012,蘱,ㄌㄟˋ,,,,,,
3013,虃,ㄐ丨ㄢ,,,,,,
3014,虇,ㄑㄩㄢˇ,,,,,,
3015,虆,ㄌㄟˊ,,,,,,
3016,虋,ㄇㄣˊ,,,,,,
3017,虒,ㄙ,,,,,,
3018,虖,ㄏㄨ,,,,,,
3019,處,ㄔㄨˋ,ㄔㄨˇ,,,,,
3020,虛,ㄒㄩ,,,,,,
3021,號,ㄏㄠˋ,ㄏㄠˊ,,,,,
3022,虜,ㄌㄨˇ,,,,,,
3023,虪,ㄕㄨˋ,,,,,,
3024,虫,ㄏㄨㄟˇ,ㄔㄨㄥˊ,,,,,
3025,虰,ㄉ丨ㄥ,,,,,,
3026,虷,ㄏㄢˊ,,,,,,
3027,虹,ㄏㄨㄥˊ,,,,,,
3028,虺,ㄏㄨㄟˇ,ㄏㄨㄟ,,,,,
3029,蚢,ㄏㄤˊ,,,,,,
3030,蚌,ㄅㄤˋ,,,,,,
3031,蚖,ㄩㄢˊ,,,,,,
3032,蚑,ㄑ丨ˊ,,,,,,
3033,蚍,ㄆ丨ˊ,,,,,,
3034,蚘,ㄏㄨㄟˊ,,,,,,
3035,蚝,ㄏㄠˊ,,,,,,
3036,蚡,ㄈㄣˊ,,,,,,
3037,蚣,ㄍㄨㄥ,,,,,,
3038,蚕,ㄘㄢˊ,ㄊ丨ㄢˇ,,,,,
3039,蛇,ㄕㄜˊ,丨ˊ,,,,,
3040,蚷,ㄐㄩˋ,,,,,,
3041,蚵,ㄎㄜ,ㄜˊ,,,,,
3042,蛆,ㄑㄩ,ㄐㄩ,,,,,
3043,蚰,丨ㄡˊ,,,,,,
3044,蚺,ㄖㄢˊ,,,,,,
3045,蛅,ㄓㄢ,,,,,,
3046,蚱,ㄓㄚˋ,,,,,,
3047,蚼,ㄑㄩˊ,,,,,,
3048,蚴,丨ㄡˇ,,,,,,
3049,蚸,ㄌ丨ˋ,,,,,,
3050,蛘,丨ㄤˊ,,,,,,
3051,蛣,ㄐ丨ㄝˊ,,,,,,
3052,蛭,ㄓˋ,,,,,,
3053,蛐,ㄑㄩ,,,,,,
3054,蛞,ㄎㄨㄛˋ,,,,,,
3055,蛤,ㄍㄜˊ,ㄏㄚˊ,,,,,
3056,蛬,ㄍㄨㄥˇ,,,,,,
3057,蛩,ㄑㄩㄥˊ,,,,,,
3058,蜋,ㄌㄤˊ,,,,,,
3059,蛻,ㄊㄨㄟˋ,,,,,,
3060,蜄,ㄕㄣˋ,,,,,,
3061,蛸,ㄒ丨ㄠ,,,,,,
3062,蜆,ㄒ丨ㄢˇ,,,,,,
3063,蜓,ㄊ丨ㄥˊ,,,,,,
3064,蛾,ㄜˊ,,,,,,
3065,蜍,ㄔㄨˊ,,,,,,
3066,蝍,ㄐ丨ˊ,,,,,,
3067,蜿,ㄨㄢ,,,,,,
3068,蜳,ㄉㄨㄣ,,,,,,
3069,蝃,ㄓㄨㄛˊ,,,,,,
3070,蜨,ㄉ丨ㄝˊ,,,,,,
3071,蜻,ㄑ丨ㄥ,,,,,,
3072,蝀,ㄉㄨㄥ,,,,,,
3073,蜮,ㄩˋ,,,,,,
3074,蜡,ㄓㄚˋ,ㄌㄚˋ,,,,,
3075,蜩,ㄊ丨ㄠˊ,,,,,,
3076,蜲,ㄨㄟˇ,,,,,,
3077,蜪,ㄊㄠˊ,,,,,,
3078,蜼,ㄨㄟˋ,,,,,,
3079,蜺,ㄋ丨ˊ,,,,,,
3080,蜱,ㄆ丨ˊ,,,,,,
3081,蜦,ㄌㄨㄣˊ,,,,,,
3082,蜰,ㄈㄟˊ,,,,,,
3083,蜚,ㄈㄟˇ,,,,,,
3084,蝳,ㄉㄨˊ,,,,,,
3085,蝙,ㄅ丨ㄢ,,,,,,
3086,蝤,ㄑ丨ㄡˊ,ㄐ丨ㄡ,,,,,
3087,蝚,ㄖㄡˊ,,,,,,
3088,蝑,ㄒㄩ,,,,,,
3089,蝻,ㄋㄢˊ,,,,,,
3090,蝦,ㄒ丨ㄚ,ㄏㄚˊ,,,,,
3091,蝭,ㄊ丨ˊ,ㄔˊ,,,,,
3092,蝎,ㄒ丨ㄝ,ㄏㄜˊ,,,,,
3093,蝸,ㄍㄨㄚ,,,,,,
3094,蝗,ㄏㄨㄤˊ,,,,,,
3095,蝺,ㄐㄩˇ,,,,,,
3096,蝥,ㄇㄠˊ,,,,,,
3097,螂,ㄌㄤˊ,,,,,,
3098,蟡,ㄍㄨㄟˇ,,,,,,
3099,螃,ㄆㄤˊ,,,,,,
3100,螞,ㄇㄚˇ,ㄇㄚˋ,,,,,
3101,蝹,ㄩㄣ,,,,,,
3102,螝,ㄏㄨㄟˋ,,,,,,
3103,螇,ㄒ丨,,,,,,
3104,螔,丨ˊ,ㄙ,,,,,
3105,螣,ㄊㄥˊ,ㄊㄜˋ,,,,,
3106,蟅,ㄓㄜˋ,,,,,,
3107,蟀,ㄕㄨㄞˋ,,,,,,
3108,螹,ㄐ丨ㄢˋ,,,,,,
3109,螵,ㄆ丨ㄠ,,,,,,
3110,螮,ㄉ丨ˋ,,,,,,
3111,蟉,ㄌ丨ㄡˊ,,,,,,
3112,蟆,ㄇㄚˊ,,,,,,
3113,螷,ㄆ丨ˊ,,,,,,
3114,蟄,ㄓˊ,,,,,,
3115,螫,ㄓㄜ,,,,,,
3116,蟒,ㄇㄤˇ,,,,,,
3117,蟧,ㄌㄠˊ,,,,,,
3118,蟤,ㄓㄨㄢ,,,,,,
3119,蟫,ㄊㄢˊ,,,,,,
3120,蟦,ㄈㄟˊ,,,,,,
3121,蟬,ㄔㄢˊ,,,,,,
3122,蟠,ㄆㄢˊ,,,,,,
3123,蟜,ㄐ丨ㄠˇ,,,,,,
3124,蟣,ㄐ丨ˇ,,,,,,
3125,蟺,ㄕㄢˋ,,,,,,
3126,蠀,ㄗ,,,,,,
3127,蠌,ㄗㄜˊ,,,,,,
3128,蠋,ㄓㄨˊ,,,,,,
3129,蟾,ㄔㄢˊ,,,,,,
3130,蠆,ㄔㄞˋ,,,,,,
3131,蟹,ㄒ丨ㄝˋ,,,,,,
3132,蠁,ㄒ丨ㄤˋ,,,,,,
3133,蠃,ㄌㄨㄛˇ,,,,,,
3134,蠙,ㄆ丨ㄣˊ,,,,,,
3135,蠕,ㄖㄨˊ,,,,,,
3136,蠓,ㄇㄥˊ,,,,,,
3137,蠖,ㄏㄨㄛˋ,,,,,,
3138,蠡,ㄌ丨ˇ,ㄌ丨ˊ,,,,,
3139,蠰,ㄕㄤˋ,ㄖㄤˇ,,,,,
3140,蠲,ㄐㄩㄢ,,,,,,
3141,蠵,ㄒ丨,,,,,,
3142,蠼,ㄐㄩㄝˊ,,,,,,
3143,蠾,ㄓㄨˊ,,,,,,
3144,血,ㄒ丨ㄝˇ,,,,,,
3145,衃,ㄆㄟ,,,,,,
3146,行,ㄒ丨ㄥˊ,ㄒ丨ㄥˋ,ㄏㄤˊ,ㄏㄤˋ,,,
3147,衍,丨ㄢˇ,,,,,,
3148,術,ㄕㄨˋ,,,,,,
3149,衖,ㄌㄨㄥˋ,,,,,,
3150,衕,ㄊㄨㄥˊ,,,,,,
3151,衙,丨ㄚˊ,ㄩˊ,,,,,
3152,衝,ㄔㄨㄥ,ㄔㄨㄥˋ,,,,,
3153,衣,丨,丨ˋ,,,,,
3154,衪,丨ˊ,,,,,,
3155,衩,ㄔㄚˋ,,,,,,
3156,衾,ㄑ丨ㄣ,,,,,,
3157,衰,ㄕㄨㄞ,ㄘㄨㄟ,,,,,
3158,衷,ㄓㄨㄥ,,,,,,
3159,衵,ㄋ丨ˋ,,,,,,
3160,衹,ㄑ丨ˊ,,,,,,
3161,衿,ㄐ丨ㄣ,,,,,,
3162,袤,ㄇㄠˋ,,,,,,
3163,袌,ㄅㄠˋ,,,,,,
3164,袢,ㄆㄢˋ,,,,,,
3165,袜,ㄇㄛˋ,ㄨㄚˋ,,,,,
3166,袘,丨ˊ,,,,,,
3167,袧,ㄍㄡ,,,,,,
3168,被,ㄅㄟˋ,,,,,,
3169,袙,ㄆㄚˋ,,,,,,
3170,袗,ㄓㄣˇ,,,,,,
3171,袿,ㄍㄨㄟ,,,,,,
3172,袺,ㄐ丨ㄝˊ,,,,,,
3173,袾,ㄓㄨ,,,,,,
3174,袼,ㄌㄨㄛˋ,,,,,,
3175,袷,ㄐ丨ㄚˊ,,,,,,
3176,裛,丨ˋ,,,,,,
3177,裒,ㄆㄡˊ,,,,,,
3178,裓,ㄍㄜˊ,,,,,,
3179,裡,ㄌ丨ˇ,,,,,,
3180,裎,ㄔㄥˊ,,,,,,
3181,裳,ㄔㄤˊ,‧ㄕㄤ,,,,,
3182,裴,ㄆㄟˊ,,,,,,
3183,裷,ㄩㄢ,,,,,,
3184,裾,ㄐㄩ,,,,,,
3185,裺,丨ㄢˇ,,,,,,
3186,裼,ㄒ丨ˊ,ㄊ丨ˋ,,,,,
3187,裯,ㄔㄡˊ,ㄉㄠ,,,,,
3188,裨,ㄅ丨ˋ,ㄆ丨ˊ,,,,,
3189,褚,ㄔㄨˇ,,,,,,
3190,褎,丨ㄡˋ,ㄒ丨ㄡˋ,,,,,
3191,褘,ㄏㄨㄟ,,,,,,
3192,褊,ㄅ丨ㄢˇ,,,,,,
3193,褕,ㄩˊ,ㄊㄡˊ,,,,,
3194,褪,ㄊㄨㄣˋ,,,,,,
3195,褦,ㄋㄞˋ,,,,,,
3196,褫,ㄔˇ,,,,,,
3197,褶,ㄉ丨ㄝˊ,ㄓㄜˊ,ㄓㄜˇ,ㄒㄩㄝˊ,,,
3198,褸,ㄌㄩˇ,,,,,,
3199,襂,ㄕㄢ,,,,,,
3200,襓,ㄖㄠˊ,,,,,,
3201,襆,ㄆㄨˊ,,,,,,
3202,襢,ㄓㄢˋ,,,,,,
3203,襗,ㄗㄜˊ,,,,,,
3204,襡,ㄕㄨˊ,ㄉㄨˊ,,,,,
3205,襜,ㄔㄢ,,,,,,
3206,襝,ㄌ丨ㄢˋ,,,,,,
3207,襘,ㄍㄨㄟˋ,,,,,,
3208,襬,ㄅㄞˇ,,,,,,
3209,襳,ㄒ丨ㄢ,,,,,,
3210,襶,ㄉㄞˋ,,,,,,
3211,襹,ㄕ,,,,,,
3212,襾,丨ㄚˋ,,,,,,
3213,西,ㄒ丨,,,,,,
3214,要,丨ㄠˋ,丨ㄠ,,,,,
3215,覂,ㄈㄥˇ,,,,,,
3216,覃,ㄊㄢˊ,ㄑ丨ㄣˊ,,,,,
3217,見,ㄐ丨ㄢˋ,,,,,,
3218,規,ㄍㄨㄟ,,,,,,
3219,覕,ㄇ丨ㄝˋ,,,,,,
3220,視,ㄕˋ,,,,,,
3221,覘,ㄓㄢ,,,,,,
3222,覜,ㄊ丨ㄠˋ,,,,,,
3223,覛,ㄇㄛˋ,,,,,,
3224,親,ㄑ丨ㄣ,ㄑ丨ㄥˋ,,,,,
3225,覦,ㄩˊ,,,,,,
3226,覭,ㄇ丨ㄥˊ,,,,,,
3227,覲,ㄐ丨ㄣˋ,,,,,,
3228,覺,ㄐㄩㄝˊ,ㄐ丨ㄠˋ,,,,,
3229,覿,ㄉ丨ˊ,,,,,,
3230,觀,ㄍㄨㄢ,ㄍㄨㄢˋ,,,,,
3231,角,ㄐ丨ㄠˇ,ㄐㄩㄝˊ,ㄌㄨˋ,,,,
3232,觖,ㄐㄩㄝˊ,,,,,,
3233,觕,ㄘㄨ,,,,,,
3234,觟,ㄏㄨㄚˋ,,,,,,
3235,解,ㄐ丨ㄝˇ,ㄐ丨ㄝˋ,ㄒ丨ㄝˋ,,,,
3236,觜,ㄗ,,,,,,
3237,觭,ㄐ丨,,,,,,
3238,觰,ㄓㄚ,,,,,,
3239,觳,ㄏㄨˊ,ㄑㄩㄝˋ,,,,,
3240,觶,ㄓˋ,,,,,,
3241,觺,丨ˊ,,,,,,
3242,觻,ㄌㄨˋ,,,,,,
3243,觿,ㄒ丨,,,,,,
3244,言,丨ㄢˊ,,,,,,
3245,訂,ㄉ丨ㄥˋ,,,,,,
3246,訇,ㄏㄨㄥ,,,,,,
3247,訄,ㄑ丨ㄡˊ,,,,,,
3248,訐,ㄐ丨ㄝˊ,,,,,,
3249,訑,丨ˊ,,,,,,
3250,訕,ㄕㄢˋ,,,,,,
3251,訪,ㄈㄤˇ,,,,,,
3252,訥,ㄋㄜˋ,,,,,,
3253,訬,ㄔㄠ,ㄇ丨ㄠˇ,,,,,
3254,許,ㄒㄩˇ,,,,,,
3255,訰,ㄓㄨㄣˋ,,,,,,
3256,訢,ㄒ丨ㄣ,,,,,,
3257,訟,ㄙㄨㄥˋ,,,,,,
3258,証,ㄓㄥˋ,,,,,,
3259,詁,ㄍㄨˇ,,,,,,
3260,詔,ㄓㄠˋ,,,,,,
3261,詛,ㄗㄨˇ,,,,,,
3262,詀,ㄓㄢ,,,,,,
3263,詗,ㄒㄩㄥˋ,,,,,,
3264,詘,ㄑㄩ,,,,,,
