序號,字表別,大陸規範字,臺灣標準字一,臺灣標準字二,臺灣標準字三,臺灣標準字四
5128,二級字表,喋,喋,,,
5129,二級字表,嗒,嗒,,,
5130,二級字表,喃,喃,,,
5131,二級字表,喱,喱,,,
5132,二級字表,喹,喹,,,
5133,二級字表,晷,晷,,,
5134,二級字表,喈,喈,,,
5135,二級字表,跖,蹠,跖,,
5136,二級字表,跗,跗,,,
5137,二級字表,跞,躒,,,
5138,二級字表,跚,跚,,,
5139,二級字表,跎,跎,,,
5140,二級字表,跏,跏,,,
5141,二級字表,跆,跆,,,
5142,二級字表,蛱,蛺,,,
5143,二級字表,蛲,蟯,,,
5144,二級字表,蛭,蛭,,,
5145,二級字表,蛳,螄,,,
5146,二級字表,蛐,蛐,,,
5147,二級字表,蛔,蛔,,,
5148,二級字表,蛞,蛞,,,
5149,二級字表,蛴,蠐,,,
5150,二級字表,蛟,蛟,,,
5151,二級字表,蛘,蛘,,,
5152,二級字表,喁,喁,,,
5153,二級字表,喟,喟,,,
5154,二級字表,啾,啾,,,
5155,二級字表,嗖,嗖,,,
5156,二級字表,喑,喑,瘖,,
5157,二級字表,嗟,嗟,,,
5158,二級字表,喽,嘍,,,
5159,二級字表,嗞,嗞,,,
5160,二級字表,喀,喀,,,
5161,二級字表,喔,喔,,,
5162,二級字表,喙,喙,,,
5163,二級字表,嵘,嶸,,,
5164,二級字表,嵖,嵖,,,
5165,二級字表,崴,崴,,,
5166,二級字表,遄,遄,,,
5167,二級字表,詈,詈,,,
5168,二級字表,嵎,嵎,,,
5169,二級字表,崽,崽,,,
5170,二級字表,嵬,嵬,,,
5171,二級字表,嵛,崳,,,
5172,二級字表,嵯,嵯,,,
5173,二級字表,嵝,嶁,,,
5174,二級字表,嵫,嵫,,,
5175,二級字表,幄,幄,,,
5176,二級字表,嵋,嵋,,,
5177,二級字表,赕,賧,,,
5178,二級字表,铻,鋙,,,
5179,二級字表,铼,錸,,,
5180,二級字表,铿,鏗,,,
5181,二級字表,锃,鋥,,,
5182,二級字表,锂,鋰,,,
5183,二級字表,锆,鋯,,,
5184,二級字表,锇,鋨,,,
5185,二級字表,锉,銼,,,
5186,二級字表,锏,鐧,,,
5187,二級字表,锑,銻,,,
5188,二級字表,锒,鋃,,,
5189,二級字表,锔,鋦,,,
5190,二級字表,锕,錒,,,
5191,二級字表,掣,掣,,,
5192,二級字表,矬,矬,,,
5193,二級字表,氰,氰,,,
5194,二級字表,毳,毳,,,
5195,二級字表,毽,毽,,,
5196,二級字表,犊,犢,,,
5197,二級字表,犄,犄,,,
5198,二級字表,犋,犋,,,
5199,二級字表,鹄,鵠,,,
5200,二級字表,犍,犍,,,
5201,二級字表,嵇,嵇,,,
5202,二級字表,黍,黍,,,
5203,二級字表,稃,稃,,,
5204,二級字表,稂,稂,,,
5205,二級字表,筚,篳,,,
5206,二級字表,筵,筵,,,
5207,二級字表,筌,筌,,,
5208,二級字表,傣,傣,,,
5209,二級字表,傈,傈,,,
5210,二級字表,舄,舄,,,
5211,二級字表,牍,牘,,,
5212,二級字表,傥,儻,,,
5213,二級字表,傧,儐,,,
5214,二級字表,遑,遑,,,
5215,二級字表,傩,儺,,,
5216,二級字表,遁,遁,,,
5217,二級字表,徨,徨,,,
5218,二級字表,媭,媭,,,
5219,二級字表,畲,佘,,,
5220,二級字表,弑,弑,,,
5221,二級字表,颌,頜,,,
5222,二級字表,翕,翕,,,
5223,二級字表,釉,釉,,,
5224,二級字表,鹆,鵒,,,
5225,二級字表,舜,舜,,,
5226,二級字表,貂,貂,,,
5227,二級字表,腈,腈,,,
5228,二級字表,腌,醃,腌,,
5229,二級字表,腓,腓,,,
5230,二級字表,腆,腆,,,
5231,二級字表,腴,腴,,,
5232,二級字表,腑,腑,,,
5233,二級字表,腚,腚,,,
5234,二級字表,腱,腱,,,
5235,二級字表,鱿,魷,,,
5236,二級字表,鲀,魨,,,
5237,二級字表,鲂,魴,,,
5238,二級字表,颍,潁,,,
5239,二級字表,猢,猢,,,
5240,二級字表,猹,猹,,,
5241,二級字表,猥,猥,,,
5242,二級字表,飓,颶,,,
5243,二級字表,觞,觴,,,
5244,二級字表,觚,觚,,,
5245,二級字表,猱,猱,,,
5246,二級字表,颎,熲,,,
5247,二級字表,飧,飧,,,
5248,二級字表,馇,餷,,,
5249,二級字表,馊,餿,,,
5250,二級字表,亵,褻,,,
5251,二級字表,脔,臠,,,
5252,二級字表,裒,裒,,,
5253,二級字表,痣,痣,,,
5254,二級字表,痨,癆,,,
5255,二級字表,痦,痦,,,
5256,二級字表,痞,痞,,,
5257,二級字表,痤,痤,,,
5258,二級字表,痫,癇,,,
5259,二級字表,痧,痧,,,
5260,二級字表,赓,賡,,,
5261,二級字表,竦,竦,,,
5262,二級字表,瓿,瓿,,,
5263,二級字表,啻,啻,,,
5264,二級字表,颏,頦,,,
5265,二級字表,鹇,鷳,,,
5266,二級字表,阑,闌,,,
5267,二級字表,阒,闃,,,
5268,二級字表,阕,闋,,,
5269,二級字表,粞,粞,,,
5270,二級字表,遒,遒,,,
5271,二級字表,孳,孳,,,
5272,二級字表,焯,焯,,,
5273,二級字表,焜,焜,,,
5274,二級字表,焙,焙,,,
5275,二級字表,焱,焱,,,
5276,二級字表,鹈,鵜,,,
5277,二級字表,湛,湛,,,
5278,二級字表,渫,渫,,,
5279,二級字表,湮,湮,,,
5280,二級字表,湎,湎,,,
5281,二級字表,湜,湜,,,
5282,二級字表,渭,渭,,,
5283,二級字表,湍,湍,,,
5284,二級字表,湫,湫,,,
5285,二級字表,溲,溲,,,
5286,二級字表,湟,湟,,,
5287,二級字表,溆,漵,,,
5288,二級字表,湲,湲,,,
5289,二級字表,湔,湔,,,
5290,二級字表,湉,湉,,,
5291,二級字表,渥,渥,,,
5292,二級字表,湄,湄,,,
5293,二級字表,滁,滁,,,
5294,二級字表,愠,慍,,,
5295,二級字表,惺,惺,,,
5296,二級字表,愦,憒,,,
5297,二級字表,惴,惴,,,
5298,二級字表,愀,愀,,,
5299,二級字表,愎,愎,,,
5300,二級字表,愔,愔,,,
5301,二級字表,喾,嚳,,,
5302,二級字表,寐,寐,,,
5303,二級字表,谟,謨,,,
5304,二級字表,扉,扉,,,
5305,二級字表,裢,褳,,,
5306,二級字表,裎,裎,,,
5307,二級字表,裥,襇,,,
5308,二級字表,祾,祾,,,
5309,二級字表,祺,祺,,,
5310,二級字表,谠,讜,,,
5311,二級字表,幂,冪,,,
5312,二級字表,谡,謖,,,
5313,二級字表,谥,諡,,,
5314,二級字表,谧,謐,,,
5315,二級字表,遐,遐,,,
5316,二級字表,孱,孱,,,
5317,二級字表,弼,弼,,,
5318,二級字表,巽,巽,,,
5319,二級字表,骘,騭,,,
5320,二級字表,媪,媼,,,
5321,二級字表,媛,媛,,,
5322,二級字表,婷,婷,,,
5323,二級字表,巯,巰,,,
5324,二級字表,翚,翬,,,
5325,二級字表,皴,皴,,,
5326,二級字表,婺,婺,,,
5327,二級字表,骛,騖,,,
5328,二級字表,缂,緙,,,
5329,二級字表,缃,緗,,,
5330,二級字表,缄,緘,,,
5331,二級字表,彘,彘,,,
5332,二級字表,缇,緹,,,
5333,二級字表,缈,緲,,,
5334,二級字表,缌,緦,,,
5335,二級字表,缑,緱,,,
5336,二級字表,缒,縋,,,
5337,二級字表,缗,緡,,,
5338,二級字表,飨,饗,,,
5339,二級字表,耢,耮,,,
5340,二級字表,瑚,瑚,,,
5341,二級字表,瑁,瑁,,,
5342,二級字表,瑜,瑜,,,
5343,二級字表,瑗,瑗,,,
5344,二級字表,瑄,瑄,,,
5345,二級字表,瑕,瑕,,,
5346,二級字表,遨,遨,,,
5347,二級字表,骜,驁,,,
5348,二級字表,韫,韞,,,
5349,二級字表,髡,髡,,,
5350,二級字表,塬,原,,,
5351,二級字表,鄢,鄢,,,
5352,二級字表,趔,趔,,,
5353,二級字表,趑,趑,,,
5354,二級字表,摅,攄,,,
5355,二級字表,摁,摁,,,
5356,二級字表,蜇,蜇,,,
5357,二級字表,搋,搋,,,
5358,二級字表,搪,搪,,,
5359,二級字表,搐,搐,,,
5360,二級字表,搛,搛,,,
5361,二級字表,搠,搠,,,
5362,二級字表,摈,擯,,,
5363,二級字表,彀,彀,,,
5364,二級字表,毂,轂,,,
5365,二級字表,搦,搦,,,
5366,二級字表,搡,搡,,,
5367,二級字表,蓁,蓁,,,
5368,二級字表,戡,戡,,,
5369,二級字表,蓍,蓍,,,
5370,二級字表,鄞,鄞,,,
5371,二級字表,靳,靳,,,
5372,二級字表,蓐,蓐,,,
5373,二級字表,蓦,驀,,,
5374,二級字表,鹋,鶓,,,
5375,二級字表,蒽,蒽,,,
5376,二級字表,蓓,蓓,,,
5377,二級字表,蓖,蓖,,,
5378,二級字表,蓊,蓊,,,
5379,二級字表,蒯,蒯,,,
5380,二級字表,蓟,薊,,,
5381,二級字表,蓑,蓑,簑,,
5382,二級字表,蒿,蒿,,,
5383,二級字表,蒺,蒺,,,
5384,二級字表,蓠,蘺,,,
5385,二級字表,蒟,蒟,,,
5386,二級字表,蒡,蒡,,,
5387,二級字表,蒹,蒹,,,
5388,二級字表,蒴,蒴,,,
5389,二級字表,蒗,蒗,,,
5390,二級字表,蓥,鎣,,,
5391,二級字表,颐,頤,,,
5392,二級字表,楔,楔,,,
5393,二級字表,楠,楠,柟,,
5394,二級字表,楂,楂,,,
5395,二級字表,楝,楝,,,
5396,二級字表,楫,楫,,,
5397,二級字表,楸,楸,,,
5398,二級字表,椴,椴,,,
5399,二級字表,槌,槌,,,
5400,二級字表,楯,楯,,,
5401,二級字表,皙,皙,,,
5402,二級字表,榈,櫚,,,
5403,二級字表,槎,槎,,,
5404,二級字表,榉,櫸,,,
5405,二級字表,楦,楦,,,
5406,二級字表,楣,楣,,,
5407,二級字表,楹,楹,,,
5408,二級字表,椽,椽,,,
5409,二級字表,裘,裘,,,
5410,二級字表,剽,剽,,,
5411,二級字表,甄,甄,,,
5412,二級字表,酮,酮,,,
5413,二級字表,酰,醯,,,
5414,二級字表,酯,酯,,,
5415,二級字表,酩,酩,,,
5416,二級字表,蜃,蜃,,,
5417,二級字表,碛,磧,,,
5418,二級字表,碓,碓,,,
5419,二級字表,硼,硼,,,
5420,二級字表,碉,碉,,,
5421,二級字表,碚,碚,,,
5422,二級字表,碇,碇,,,
5423,二級字表,碜,磣,,,
5424,二級字表,鹌,鵪,,,
5425,二級字表,辏,輳,,,
5426,二級字表,龃,齟,,,
5427,二級字表,龅,齙,,,
5428,二級字表,訾,訾,,,
5429,二級字表,粲,粲,,,
5430,二級字表,虞,虞,,,
5431,二級字表,睚,睚,,,
5432,二級字表,嗪,嗪,,,
5433,二級字表,韪,韙,,,
5434,二級字表,嗷,嗷,,,
5435,二級字表,嗉,嗉,,,
5436,二級字表,睨,睨,,,
5437,二級字表,睢,睢,,,
5438,二級字表,雎,雎,,,
5439,二級字表,睥,睥,,,
5440,二級字表,嘟,嘟,,,
5441,二級字表,嗑,嗑,,,
5442,二級字表,嗫,囁,,,
5443,二級字表,嗬,呵,嗬,,
5444,二級字表,嗔,嗔,,,
5445,二級字表,嗝,嗝,,,
5446,二級字表,戥,戥,,,
5447,二級字表,嗄,嗄,,,
5448,二級字表,煦,煦,,,
5449,二級字表,暄,暄,,,
5450,二級字表,遢,遢,,,
5451,二級字表,暌,暌,,,
5452,二級字表,跬,跬,,,
5453,二級字表,跶,躂,,,
5454,二級字表,跸,蹕,,,
5455,二級字表,跐,跐,,,
5456,二級字表,跣,跣,,,
5457,二級字表,跹,躚,,,
5458,二級字表,跻,躋,,,
5459,二級字表,蛸,蛸,,,
5460,二級字表,蜊,蜊,,,
5461,二級字表,蜍,蜍,,,
5462,二級字表,蜉,蜉,,,
5463,二級字表,蜣,蜣,,,
5464,二級字表,畹,畹,,,
5465,二級字表,蛹,蛹,,,
5466,二級字表,嗣,嗣,,,
5467,二級字表,嗯,嗯,,,
5468,二級字表,嗥,嗥,,,
5469,二級字表,嗲,嗲,,,
5470,二級字表,嗳,噯,,,
5471,二級字表,嗌,嗌,,,
5472,二級字表,嗍,嗍,,,
5473,二級字表,嗨,嗨,,,
5474,二級字表,嗐,嗐,,,
5475,二級字表,嗤,嗤,,,
5476,二級字表,嗵,嗵,,,
5477,二級字表,罨,罨,,,
5478,二級字表,嵊,嵊,,,
5479,二級字表,嵩,嵩,,,
5480,二級字表,嵴,脊,,,
5481,二級字表,骰,骰,,,
5482,二級字表,锗,鍺,,,
5483,二級字表,锛,錛,,,
5484,二級字表,锜,錡,,,
5485,二級字表,锝,鍀,,,
5486,二級字表,锞,錁,,,
5487,二級字表,锟,錕,,,
5488,二級字表,锢,錮,,,
5489,二級字表,锨,鍁,,,
5490,二級字表,锩,錈,,,
5491,二級字表,锭,錠,,,
5492,二級字表,锱,錙,,,
5493,二級字表,雉,雉,,,
5494,二級字表,氲,氳,,,
5495,二級字表,犏,犏,,,
5496,二級字表,歃,歃,,,
5497,二級字表,稞,稞,,,
5498,二級字表,稗,稗,,,
5499,二級字表,稔,稔,,,
5500,二級字表,筠,筠,,,
5501,二級字表,筢,筢,,,
5502,二級字表,筮,筮,,,
5503,二級字表,筲,筲,,,
5504,二級字表,筱,筱,,,
5505,二級字表,牒,牒,,,
5506,二級字表,煲,煲,,,
5507,二級字表,敫,敫,,,
5508,二級字表,徭,徭,,,
5509,二級字表,愆,愆,,,
5510,二級字表,艄,艄,,,
5511,二級字表,觎,覦,,,
5512,二級字表,毹,毹,,,
5513,二級字表,貊,貊,,,
5514,二級字表,貅,貅,,,
5515,二級字表,貉,貉,,,
5516,二級字表,颔,頷,,,
5517,二級字表,腠,腠,,,
5518,二級字表,腩,腩,,,
5519,二級字表,腼,靦,,,
5520,二級字表,腭,齶,,,
5521,二級字表,腧,腧,,,
5522,二級字表,塍,塍,,,
5523,二級字表,媵,媵,,,
5524,二級字表,詹,詹,,,
5525,二級字表,鲅,鮁,,,
5526,二級字表,鲆,鮃,,,
5527,二級字表,鲇,鯰,,,
5528,二級字表,鲈,鱸,,,
5529,二級字表,稣,穌,,,
5530,二級字表,鲋,鮒,,,
5531,二級字表,鲐,鮐,,,
5532,二級字表,肄,肄,,,
5533,二級字表,鹐,鵮,,,
5534,二級字表,飕,颼,,,
5535,二級字表,觥,觥,,,
5536,二級字表,遛,遛,,,
5537,二級字表,馐,饈,,,
5538,二級字表,鹑,鶉,,,
5539,二級字表,亶,亶,,,
5540,二級字表,瘃,瘃,,,
5541,二級字表,痱,痱,,,
5542,二級字表,痼,痼,,,
5543,二級字表,痿,痿,,,
5544,二級字表,瘐,瘐,,,
5545,二級字表,瘁,瘁,,,
5546,二級字表,瘆,瘮,,,
5547,二級字表,麂,麂,,,
5548,二級字表,裔,裔,,,
5549,二級字表,歆,歆,,,
5550,二級字表,旒,旒,,,
5551,二級字表,雍,雍,,,
5552,二級字表,阖,闔,,,
5553,二級字表,阗,闐,,,
5554,二級字表,阙,闕,,,
5555,二級字表,羧,羧,,,
5556,二級字表,豢,豢,,,
5557,二級字表,粳,粳,,,
5558,二級字表,猷,猷,,,
5559,二級字表,煳,糊,,,
5560,二級字表,煜,煜,,,
5561,二級字表,煨,煨,,,
5562,二級字表,煅,煆,,,
5563,二級字表,煊,煊,,,
5564,二級字表,煸,煸,,,
5565,二級字表,煺,退,,,
5566,二級字表,滟,灩,,,
5567,二級字表,溱,溱,,,
5568,二級字表,溘,溘,,,
5569,二級字表,漭,漭,,,
5570,二級字表,滢,瀅,,,
5571,二級字表,溥,溥,,,
5572,二級字表,溧,溧,,,
5573,二級字表,溽,溽,,,
5574,二級字表,裟,裟,,,
5575,二級字表,溻,溻,,,
5576,二級字表,溷,溷,,,
5577,二級字表,滗,潷,,,
5578,二級字表,滫,滫,,,
5579,二級字表,溴,溴,,,
5580,二級字表,滏,滏,,,
5581,二級字表,滃,滃,,,
5582,二級字表,滦,灤,,,
5583,二級字表,溏,溏,,,
5584,二級字表,滂,滂,,,
5585,二級字表,滓,滓,,,
5586,二級字表,溟,溟,,,
5587,二級字表,滪,澦,,,
5588,二級字表,愫,愫,,,
5589,二級字表,慑,懾,,,
5590,二級字表,慊,慊,,,
5591,二級字表,鲎,鱟,,,
5592,二級字表,骞,騫,,,
5593,二級字表,窦,竇,,,
5594,二級字表,窠,窠,,,
5595,二級字表,窣,窣,,,
5596,二級字表,裱,裱,,,
5597,二級字表,褚,褚,,,
5598,二級字表,裨,裨,,,
5599,二級字表,裾,裾,,,
5600,二級字表,裰,裰,,,
5601,二級字表,禊,禊,,,
5602,二級字表,谩,謾,,,
5603,二級字表,谪,謫,,,
5604,二級字表,媾,媾,,,
5605,二級字表,嫫,嫫,,,
5606,二級字表,媲,媲,,,
5607,二級字表,嫒,嬡,,,
5608,二級字表,嫔,嬪,,,
5609,二級字表,媸,媸,,,
5610,二級字表,缙,縉,,,
5611,二級字表,缜,縝,,,
5612,二級字表,缛,縟,,,
5613,二級字表,辔,轡,,,
5614,二級字表,骝,騮,,,
5615,二級字表,缟,縞,,,
5616,二級字表,缡,縭,,,
5617,二級字表,缢,縊,,,
5618,二級字表,缣,縑,,,
5619,二級字表,骟,騸,,,
5620,二級字表,耥,耥,,,
5621,二級字表,璈,璈,,,
5622,二級字表,瑶,瑤,,,
5623,二級字表,瑭,瑭,,,
5624,二級字表,獒,獒,,,
5625,二級字表,觏,覯,,,
5626,二級字表,慝,慝,,,
5627,二級字表,嫠,嫠,,,
5628,二級字表,韬,韜,,,
5629,二級字表,叆,靉,,,
5630,二級字表,髦,髦,,,
5631,二級字表,摽,摽,,,
5632,二級字表,墁,墁,,,
5633,二級字表,撂,撂,,,
5634,二級字表,摞,摞,,,
5635,二級字表,撄,攖,,,
5636,二級字表,翥,翥,,,
5637,二級字表,踅,踅,,,
5638,二級字表,摭,摭,,,
5639,二級字表,墉,墉,,,
5640,二級字表,墒,墒,,,
5641,二級字表,榖,榖,,,
5642,二級字表,綦,綦,,,
5643,二級字表,蔫,蔫,,,
5644,二級字表,蔷,薔,,,
5645,二級字表,靺,靺,,,
5646,二級字表,靼,靼,,,
5647,二級字表,鞅,鞅,,,
5648,二級字表,靿,靿,,,
5649,二級字表,甍,甍,,,
5650,二級字表,蔸,蔸,,,
5651,二級字表,蔟,蔟,,,
5652,二級字表,蔺,藺,,,
5653,二級字表,戬,戩,,,
5654,二級字表,蕖,蕖,,,
5655,二級字表,蔻,蔻,,,
5656,二級字表,蓿,蓿,,,
5657,二級字表,斡,斡,,,
5658,二級字表,鹕,鶘,,,
5659,二級字表,蓼,蓼,,,
5660,二級字表,榛,榛,,,
5661,二級字表,榧,榧,,,
5662,二級字表,榻,榻,,,
5663,二級字表,榫,榫,,,
5664,二級字表,榭,榭,,,
5665,二級字表,槔,槔,,,
5666,二級字表,榱,榱,,,
5667,二級字表,槁,槁,,,
5668,二級字表,槟,檳,,,
5669,二級字表,槠,櫧,,,
5670,二級字表,榷,榷,,,
5671,二級字表,僰,僰,,,
5672,二級字表,酽,釅,,,
5673,二級字表,酶,酶,,,
5674,二級字表,酹,酹,,,
5675,二級字表,厮,廝,,,
5676,二級字表,碡,碡,,,
5677,二級字表,碴,碴,,,
5678,二級字表,碣,碣,,,
5679,二級字表,碲,碲,,,
5680,二級字表,磋,磋,,,
5681,二級字表,臧,臧,,,
5682,二級字表,豨,豨,,,
5683,二級字表,殡,殯,,,
5684,二級字表,霆,霆,,,
5685,二級字表,霁,霽,,,
5686,二級字表,辕,轅,,,
5687,二級字表,蜚,蜚,,,
5688,二級字表,裴,裴,,,
5689,二級字表,翡,翡,,,
5690,二級字表,龇,齜,,,
5691,二級字表,龈,齦,,,
5692,二級字表,睿,睿,,,
5693,二級字表,䁖,瞜,,,
5694,二級字表,睽,睽,,,
5695,二級字表,嘞,嘞,,,
5696,二級字表,嘈,嘈,,,
5697,二級字表,嘌,嘌,,,
5698,二級字表,嘁,嘁,,,
5699,二級字表,嘎,嘎,,,
5700,二級字表,暧,曖,,,
5701,二級字表,暝,暝,,,
5702,二級字表,踌,躊,,,
5703,二級字表,踉,踉,,,
5704,二級字表,蜞,蜞,,,
5705,二級字表,蜥,蜥,,,
5706,二級字表,蜮,蜮,,,
5707,二級字表,蝈,蟈,,,
5708,二級字表,蜴,蜴,,,
5709,二級字表,蜱,蜱,,,
5710,二級字表,蜩,蜩,,,
5711,二級字表,蜷,蜷,,,
5712,二級字表,蜿,蜿,,,
5713,二級字表,螂,螂,蜋,,
5714,二級字表,蜢,蜢,,,
5715,二級字表,嘘,噓,,,
5716,二級字表,嘡,嘡,,,
5717,二級字表,鹗,鶚,,,
5718,二級字表,嘣,嘣,,,
5719,二級字表,嘤,嚶,,,
5720,二級字表,嘚,嘚,,,
5721,二級字表,嗾,嗾,,,
5722,二級字表,嘧,嘧,,,
5723,二級字表,罴,羆,,,
5724,二級字表,罱,罱,,,
5725,二級字表,幔,幔,,,
5726,二級字表,嶂,嶂,,,
5727,二級字表,幛,幛,,,
5728,二級字表,赙,賻,,,
5729,二級字表,罂,罌,甖,,
5730,二級字表,骷,骷,,,
5731,二級字表,骶,骶,,,
5732,二級字表,鹘,鶻,,,
5733,二級字表,锲,鍥,,,
5734,二級字表,锴,鍇,,,
5735,二級字表,锶,鍶,,,
5736,二級字表,锷,鍔,,,
5737,二級字表,锸,鍤,,,
5738,二級字表,锵,鏘,,,
5739,二級字表,镁,鎂,,,
5740,二級字表,镂,鏤,,,
5741,二級字表,犒,犒,,,
5742,二級字表,箐,箐,,,
5743,二級字表,箦,簀,,,
5744,二級字表,箧,篋,,,
5745,二級字表,箍,箍,,,
5746,二級字表,箸,箸,,,
5747,二級字表,箬,箬,篛,,
5748,二級字表,箅,箅,,,
5749,二級字表,箪,簞,,,
5750,二級字表,箔,箔,,,
5751,二級字表,箜,箜,,,
5752,二級字表,箢,箢,,,
5753,二級字表,箓,籙,,,
5754,二級字表,毓,毓,,,
5755,二級字表,僖,僖,,,
5756,二級字表,儆,儆,,,
5757,二級字表,僳,僳,,,
5758,二級字表,僭,僭,,,
5759,二級字表,劁,劁,,,
5760,二級字表,僮,僮,,,
5761,二級字表,魃,魃,,,
5762,二級字表,魆,魆,,,
5763,二級字表,睾,睾,,,
5764,二級字表,艋,艋,,,
5765,二級字表,鄱,鄱,,,
5766,二級字表,膈,膈,,,
5767,二級字表,膑,臏,,,
5768,二級字表,鲑,鮭,,,
5769,二級字表,鲔,鮪,,,
5770,二級字表,鲚,鱭,,,
5771,二級字表,鲛,鮫,,,
5772,二級字表,鲟,鱘,,,
5773,二級字表,獐,獐,,,
5774,二級字表,觫,觫,,,
5775,二級字表,雒,雒,,,
5776,二級字表,夤,夤,,,
5777,二級字表,馑,饉,,,
5778,二級字表,銮,鑾,,,
5779,二級字表,塾,塾,,,
5780,二級字表,麽,麼,,,
5781,二級字表,瘌,瘌,,,
5782,二級字表,瘊,瘊,,,
5783,二級字表,瘘,瘺,瘻,,
5784,二級字表,瘙,瘙,,,
5785,二級字表,廖,廖,,,
5786,二級字表,韶,韶,,,
5787,二級字表,旖,旖,,,
5788,二級字表,膂,膂,,,
5789,二級字表,阚,闞,,,
5790,二級字表,鄯,鄯,,,
5791,二級字表,鲞,鯗,,,
5792,二級字表,粿,粿,,,
5793,二級字表,粼,粼,,,
5794,二級字表,粽,粽,,,
5795,二級字表,糁,糝,,,
5796,二級字表,槊,槊,,,
5797,二級字表,鹚,鶿,,,
5798,二級字表,熘,熘,,,
5799,二級字表,熥,熥,,,
5800,二級字表,潢,潢,,,
5801,二級字表,漕,漕,,,
5802,二級字表,滹,滹,,,
5803,二級字表,漯,漯,,,
5804,二級字表,漶,漶,,,
5805,二級字表,潋,瀲,,,
5806,二級字表,潴,瀦,,,
5807,二級字表,漪,漪,,,
5808,二級字表,漉,漉,,,
5809,二級字表,漳,漳,,,
5810,二級字表,漩,漩,,,
5811,二級字表,澉,澉,,,
5812,二級字表,潍,濰,,,
5813,二級字表,慵,慵,,,
5814,二級字表,搴,搴,,,
5815,二級字表,窨,窨,,,
5816,二級字表,寤,寤,,,
5817,二級字表,綮,綮,,,
5818,二級字表,谮,譖,,,
5819,二級字表,褡,褡,,,
5820,二級字表,褙,褙,,,
5821,二級字表,褓,褓,,,
5822,二級字表,褛,褸,,,
5823,二級字表,褊,褊,,,
5824,二級字表,谯,譙,,,
5825,二級字表,谰,讕,,,
5826,二級字表,谲,譎,,,
5827,二級字表,暨,暨,,,
5828,二級字表,屣,屣,,,
5829,二級字表,鹛,鶥,,,
5830,二級字表,嫣,嫣,,,
5831,二級字表,嫱,嬙,,,
5832,二級字表,嫖,嫖,,,
5833,二級字表,嫦,嫦,,,
5834,二級字表,嫚,嫚,,,
5835,二級字表,嫘,嫘,,,
5836,二級字表,嫡,嫡,,,
5837,二級字表,鼐,鼐,,,
5838,二級字表,翟,翟,,,
5839,二級字表,瞀,瞀,,,
5840,二級字表,鹜,鶩,,,
5841,二級字表,骠,驃,,,
5842,二級字表,缥,縹,,,
5843,二級字表,缦,縵,,,
5844,二級字表,缧,縲,,,
5845,二級字表,缨,纓,,,
5846,二級字表,骢,驄,,,
5847,二級字表,缪,繆,,,
5848,二級字表,缫,繅,,,
5849,二級字表,耦,耦,,,
5850,二級字表,耧,耬,,,
5851,二級字表,瑾,瑾,,,
5852,二級字表,璜,璜,,,
5853,二級字表,璀,璀,,,
5854,二級字表,璎,瓔,,,
5855,二級字表,璁,璁,,,
5856,二級字表,璋,璋,,,
5857,二級字表,璇,璇,璿,,
5858,二級字表,奭,奭,,,
5859,二級字表,髯,髯,,,
5860,二級字表,髫,髫,,,
5861,二級字表,撷,擷,,,
5862,二級字表,撅,撅,,,
5863,二級字表,赭,赭,,,
5864,二級字表,撸,擼,,,
5865,二級字表,鋆,鋆,,,
5866,二級字表,撙,撙,,,
