總分類,子分類,注音,漢語拼音,臺1,臺2,臺3,陸1,陸2,陸3,香1,香2,香3,澳1,澳2,澳3,差異說明
生活詞彙,氣象災害,ㄔㄠ　ㄗˋ　ㄖㄢˊ　ㄒㄧㄢˋ　ㄒㄧㄤˋ,chāo zì rán xiàn xiàng,超自然現象,,,超常現象,,,,,,,,,臺灣的「超自然現象」是義譯於英文Supernatural Phenomena一詞。而大陸的「超常現象」則是義譯於英文Paranormal phenomena。
生活詞彙,氣象災害,ㄨㄣ　ㄕˋ　ㄒㄧㄠˋ　ㄧㄥˋ,wēn shì xiào yìng,溫室效應,,,花房效應,溫室效應,,,,,,,,溫室效應的英文為Greenhouse Effect，大陸又翻譯作「花房效應」。
生活詞彙,氣象災害,ㄕㄥˋ　ㄧㄥ　ㄒㄧㄢˋ　ㄒㄧㄤˋ,shèng yīng xiàn xiàng,聖嬰現象,,,厄爾尼諾現象,,,厄爾尼諾現象,,,厄爾尼諾現象,,,臺灣將El Niño義譯為「聖嬰現象」，而中國大陸及港澳等地音譯為「厄爾尼諾現象」。
生活詞彙,氣象災害,,,豪雨,,,暴雨,,,,,,,,,
生活詞彙,氣象災害,ㄓㄣˋ ㄧㄤ,zhèn yāng,震央,,,震中,,,,,,,,,
生活詞彙,植物動物昆蟲,ㄇㄨˋ　ㄇㄧㄢˊ,Mù mián,木棉,紅棉,英雄樹,木棉,英雄樹,攀枝花,,,,,,,
生活詞彙,植物動物昆蟲,ㄅㄞˊ　ㄒㄧㄢˋ　ㄅㄢ　ㄨㄣˊ,bái xiàn bān wén,白線斑蚊,,,白線伊蚊,,,,,,,,,大陸稱「白紋伊蚊」是根據其外觀特徵命名，伊蚊是蚊科伊蚊屬的通稱，而伊蚊是學名Aedes的音譯。
生活詞彙,植物動物昆蟲,,,花苞,,,花苞,花骨朵,,,,,,,,
生活詞彙,植物動物昆蟲,,,海芋,觀音蓮,,馬蹄蓮,,,,,,,,,
生活詞彙,植物動物昆蟲,,,無尾熊,袋熊,,考拉,樹袋熊,,樹熊,,,樹熊,,,
生活詞彙,植物動物昆蟲,,,聖誕紅,,,一品紅,,,,,,,,,
生活詞彙,植物動物昆蟲,ㄇㄠ　ㄒㄩㄥˊ,māo xióng,貓熊,大貓熊,熊貓,熊貓,大熊貓,,大熊貓,熊貓,,大熊貓,熊貓,,臺灣稱貓熊，是採用專名在前、通名在後的命名慣例，意思是像貓的熊科動物。大陸、香港澳門地區則慣稱為「熊貓」。
生活詞彙,工業原料,,,冷媒,氟氯烷,製冷劑,製冷劑,氟利昂,雪種,雪種,,,雪種,,,
生活詞彙,工業原料,,,硝化甘油,,,硝酸甘油,,,,,,,,,
生活詞彙,工業原料,ㄙㄨˋ　ㄏㄨㄚˋ　ㄐㄧˋ,sù huà jì,塑化劑,可塑劑,,塑化劑,增塑劑,,塑化劑,,,塑化劑,,,
生活詞彙,工業原料,ㄧㄚ　ㄎㄜˋ　ㄌㄧˋ,yā kè lì,壓克力,亞克力,,有機玻璃,亞克力,,有機玻璃,亞克力,阿加力膠,有機玻璃,亞克力,阿加力膠,「壓克力」或「亞克力」、「阿加力膠」等稱呼，都是來源於英文Acrylic的音譯。
生活詞彙,工業原料,ㄉㄞˋ　ㄠˋ　ㄒㄧㄣ,dài ào xīn,戴奧辛,,,二噁英,,,二噁英,,,二噁英,,,
生活詞彙,日常用語,,,三不五時,,,隔三差五,,,,,,,,,
生活詞彙,日常用語,,,口無遮攔,,,沒下巴,,,,,,,,,
生活詞彙,日常用語,,,不好用,,,不好使,,,,,,,,,
生活詞彙,日常用語,,,引人目光,,,奪人眼球,,,,,,,,,
生活詞彙,日常用語,,,心理準備,,,思想準備,,,,,,,,,
生活詞彙,日常用語,,,心機,,,小九九,,,,,,,,,
生活詞彙,日常用語,,,火熱,熱鬧,,火爆,,,,,,,,,
生活詞彙,日常用語,,,出頭,,,出頭,冒尖,冒頭,,,,,,,
生活詞彙,日常用語,,,半吊子,,,二把刀,,,,,,,,,
生活詞彙,日常用語,ㄐㄧㄠˋ　ㄓㄣˋ,jiào zhèn,叫陣,嗆聲,,叫板,,,,,,,,,「嗆聲」是閩南語方言。而「叫板」一詞有兩種意思，一用在傳統戲曲中，當演員在說白後起唱前，把說白最後一個字拉長，配合特殊動作，向樂師示意，配合唱腔過度。而另外一種說法則與叫陣和嗆聲相同，是北京、天津一帶的方言。
生活詞彙,日常用語,,,可靠,,,靠譜,,,,,,,,,
生活詞彙,日常用語,,,立刻,馬上,,立刻,馬上,立馬,,,,,,,
生活詞彙,日常用語,,,丟臉,丟面子,,丟臉,丟面子,跌份,,,,,,,
生活詞彙,日常用語,,,地主國,,,東道國,,,,,,,,,
生活詞彙,日常用語,,,收尾,,,收官,,,,,,,,,
生活詞彙,日常用語,,,有錢人,,,大款,,,,,,,,,
生活詞彙,日常用語,,,西瓜偎大邊　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,,,隨大流,,,,,,,,,
生活詞彙,日常用語,,,吵架,,,吵架,吵嘴,打嘴仗,,,,,,,
生活詞彙,日常用語,,,吸睛,,,奪人眼球,,,,,,,,,
生活詞彙,日常用語,ㄅㄢˋ　ㄅㄞˊ　ㄌㄧㄢˇ,bàn bái liǎn,扮白臉,,,唱紅臉,,,,,,,,,大陸稱為「唱紅臉」，由於京劇中畫紅臉的角色多是忠臣或好人，故引以為用。
生活詞彙,日常用語,ㄅㄢˋ　ㄏㄟ　ㄌㄧㄢˇ,bàn hēi liǎn,扮黑臉,,,唱白臉,,,,,,,,,大陸稱為「唱白臉」，由於京劇中畫白臉的角色多是奸臣或壞人，故引以為用。
生活詞彙,日常用語,,,供不應求,,,緊張,,,,,,,,,
生活詞彙,日常用語,,,兒時玩伴,,,玩伴,髮小,,,,,,,,
生活詞彙,日常用語,,,定時,,,定點,,,,,,,,,
生活詞彙,日常用語,,,忠心耿耿,,,鐵桿,,,,,,,,,
生活詞彙,日常用語,,,放心,,,放心,省心,,,,,,,,
生活詞彙,日常用語,,,盲點,,,誤區,,,,,,,,,
生活詞彙,日常用語,,,直立式,,,立式,,,,,,,,,
生活詞彙,日常用語,,,保固,,,保修,,,,,,,,,
生活詞彙,日常用語,,,查哨,,,查崗,,,,,,,,,
生活詞彙,日常用語,,,洩密,,,失密,洩密,,,,,,,,
生活詞彙,日常用語,,,紅白包,,,份子錢,,,,,,,,,
生活詞彙,日常用語,,,面對,,,直面,,,,,,,,,
生活詞彙,日常用語,,,弱點,,,軟肋,,,,,,,,,
生活詞彙,日常用語,,,缺陷,缺點,弱點,短板,,,,,,,,,
生活詞彙,日常用語,,,逆轉,,,逆轉,反超,,,,,,,,
生活詞彙,日常用語,,,高等級,,,高端,,,,,,,,,
生活詞彙,日常用語,,,唬弄,,,忽悠,,,,,,,,,
生活詞彙,日常用語,,,情勢明朗,,,無懸念,,,,,,,,,
生活詞彙,日常用語,,,累癱,,,趴窩,,,,,,,,,
生活詞彙,日常用語,,,脫線,,,抽風,,,,,,,,,
生活詞彙,日常用語,,,惡性循環,,,怪圈,,,,,,,,,
生活詞彙,日常用語,,,焦點,,,亮點,,,,,,,,,
生活詞彙,日常用語,,,等級,,,等級,檔次,,,,,,,,
生活詞彙,日常用語,,,結伴,,,扎堆,,,,,,,,,
生活詞彙,日常用語,,,結實,,,皮實,結實,,,,,,,,
生活詞彙,日常用語,,,黑箱作業,,,暗箱操作,,,,,,,,,
生活詞彙,日常用語,,,煩心,,,鬧心,煩心,,,,,,,,
生活詞彙,日常用語,,,煩亂,猶豫兩難,,糾結,,,,,,,,,
生活詞彙,日常用語,,,詭計,,,貓膩,,,,,,,,,
生活詞彙,日常用語,,,零組件,,,零部件,零配件,,,,,,,,
生活詞彙,日常用語,,,頒布,公布,出爐,出臺,,,,,,,,,
生活詞彙,日常用語,ㄐㄧㄥ　ㄕㄣˊ　ㄅㄠˋ　ㄌㄧˋ,jīng shén bào lì,精神暴力,精神虐待,,冷暴力,軟暴力,,,,,,,,大陸所說的「冷暴力」或「軟暴力」是相較於肢體暴力的粗暴動作，強調其對精神心理上的恐嚇，被害人心理上感受不到人際互動本應帶來的溫暖感受。
生活詞彙,日常用語,,,障礙,,,障礙,溝溝坎砍,,,,,,,,
生活詞彙,日常用語,,,暴增,,,井噴,,,,,,,,,
生活詞彙,日常用語,,,潑冷水,,,吹冷風,潑冷水,,,,,,,,
生活詞彙,日常用語,,,膠膜,,,塑封,,,,,,,,,
生活詞彙,日常用語,,,錯不了,,,錯不了,沒跑兒,,,,,,,,
生活詞彙,日常用語,,,鎮定,,,淡定,,,,,,,,,
生活詞彙,日常用語,,,嚼勁,,,筋道,,,,,,,,,
生活詞彙,日常用語,,,懸疑,,,懸念,,,,,,,,,
生活詞彙,日常用語,,,出主意,,,支招,,,,,,,,,
生活詞彙,日常用語,,,護貝,,,過塑,,,,,,,,,
生活詞彙,日常用語,,,驚人,,,雷人,,,,,,,,,
生活詞彙,日常用語,,,鑽漏洞,,,鑽空子,,,,,,,,,
